time          pre           rho           T             H2            H             CH4           CH3           CH2           CH            CH2O          HCO           CO2           CO            O2            O             OH            HO2           H2O2          H2O           C2H           HCCO          C2H2          C2H3          C2H4          C2H5          C2H6          CH2OH         CH3O          HCCOH         H2CCCH        C3H2          CH2(S)        CH2CO         C2O           HCOH          CH3OH         CH2HCO        C3H6          AC3H5         PC3H5         SC3H5         CH2CHCHO      PC3H4         AC3H4         CH3CO         CH2CHCO       CH3CHCO       CH3HCO        CHOCHO        IC3H7         NC3H7         C2H5OH        C2H4OH        CH3CHOH       CH3CH2O       CH2CHCH2O     HCOOH         C3H8          HOC2H4O2      N2            AR            sumfracs      
2.443364e-04  3.300000e+05  1.206617e+00  1.294000e+03  7.445012e-06  1.358742e-08  1.714780e-04  1.196274e-05  3.841188e-09  2.766490e-14  6.382591e-04  4.725381e-08  2.024093e-06  1.502799e-04  6.001106e-02  4.813210e-08  7.913043e-07  1.125653e-04  3.920304e-04  8.357575e-04  1.798987e-12  7.424878e-09  3.388107e-06  3.687320e-08  8.165764e-04  6.426978e-08  4.305660e-05  3.167953e-08  5.498742e-08  9.023862e-10  2.937834e-10  1.923039e-12  5.327893e-11  2.724976e-05  2.694591e-13  3.713331e-13  3.504526e-06  6.364955e-07  7.524527e-07  3.533065e-08  7.880287e-12  7.707664e-11  1.955256e-07  9.546411e-09  6.908581e-09  5.818894e-11  9.803061e-13  7.297200e-09  8.450319e-04  8.846226e-13  1.342338e-10  3.810846e-10  1.139051e-02  6.697979e-09  1.565902e-08  4.402483e-07  9.372013e-12  7.398425e-06  1.229029e-07  2.016610e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.487005e-04  3.300000e+05  1.206568e+00  1.294000e+03  7.624469e-06  1.360347e-08  1.745109e-04  1.195055e-05  3.873696e-09  2.798191e-14  6.473246e-04  4.799934e-08  2.124452e-06  1.556802e-04  5.999589e-02  4.842440e-08  7.920376e-07  1.126660e-04  3.981776e-04  8.519330e-04  1.863155e-12  7.700733e-09  3.508304e-06  3.747353e-08  8.293375e-04  6.447892e-08  4.376273e-05  3.156135e-08  5.497078e-08  9.526121e-10  3.088152e-10  2.020049e-12  5.353203e-11  2.822194e-05  2.798009e-13  3.717410e-13  3.570652e-06  6.472261e-07  7.770756e-07  3.613888e-08  8.149030e-12  7.972697e-11  2.037204e-07  1.005123e-08  7.199236e-09  5.912006e-11  1.024153e-12  7.698544e-09  8.585136e-04  9.151904e-13  1.371904e-10  3.866680e-10  1.133706e-02  6.682806e-09  1.560231e-08  4.386670e-07  9.593305e-12  7.670045e-06  1.250393e-07  2.011451e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.530646e-04  3.300000e+05  1.206518e+00  1.294000e+03  7.804936e-06  1.361928e-08  1.775359e-04  1.193838e-05  3.906565e-09  2.830320e-14  6.562949e-04  4.873905e-08  2.228156e-06  1.611641e-04  5.998073e-02  4.871630e-08  7.927538e-07  1.127647e-04  4.042585e-04  8.681205e-04  1.928297e-12  7.980898e-09  3.630361e-06  3.807083e-08  8.420276e-04  6.468716e-08  4.446491e-05  3.144367e-08  5.495316e-08  1.004613e-09  3.243157e-10  2.119983e-12  5.378757e-11  2.920772e-05  2.903173e-13  3.721383e-13  3.636630e-06  6.578912e-07  8.019934e-07  3.695075e-08  8.421391e-12  8.241358e-11  2.120938e-07  1.057218e-08  7.496335e-09  6.004366e-11  1.069081e-12  8.113928e-09  8.718900e-04  9.460232e-13  1.401596e-10  3.922072e-10  1.128383e-02  6.667594e-09  1.554555e-08  4.370815e-07  9.815699e-12  7.945754e-06  1.271693e-07  2.006283e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.574286e-04  3.300000e+05  1.206469e+00  1.294000e+03  7.986403e-06  1.363486e-08  1.805532e-04  1.192622e-05  3.939790e-09  2.862872e-14  6.651705e-04  4.947290e-08  2.335255e-06  1.667311e-04  5.996558e-02  4.900779e-08  7.934535e-07  1.128615e-04  4.102735e-04  8.843194e-04  1.994398e-12  8.265321e-09  3.754266e-06  3.866508e-08  8.546470e-04  6.489449e-08  4.516318e-05  3.132649e-08  5.493457e-08  1.058414e-09  3.402903e-10  2.222868e-12  5.404552e-11  3.020693e-05  3.010060e-13  3.725251e-13  3.702458e-06  6.684903e-07  8.272016e-07  3.776624e-08  8.697311e-12  8.513595e-11  2.206462e-07  1.110945e-08  7.799894e-09  6.095976e-11  1.115094e-12  8.543561e-09  8.851613e-04  9.771081e-13  1.431412e-10  3.977025e-10  1.123083e-02  6.652347e-09  1.548877e-08  4.354923e-07  1.003918e-11  8.225503e-06  1.292931e-07  2.001108e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.617927e-04  3.300000e+05  1.206420e+00  1.294000e+03  8.168854e-06  1.365022e-08  1.835627e-04  1.191409e-05  3.973363e-09  2.895846e-14  6.739520e-04  5.020092e-08  2.445799e-06  1.723806e-04  5.995043e-02  4.929888e-08  7.941368e-07  1.129564e-04  4.162231e-04  9.005295e-04  2.061455e-12  8.553960e-09  3.880005e-06  3.925628e-08  8.671957e-04  6.510089e-08  4.585755e-05  3.120981e-08  5.491504e-08  1.114043e-09  3.567442e-10  2.328733e-12  5.430584e-11  3.121938e-05  3.118658e-13  3.729018e-13  3.768135e-06  6.790234e-07  8.526958e-07  3.858530e-08  8.976755e-12  8.789369e-11  2.293778e-07  1.166318e-08  8.109933e-09  6.186836e-11  1.162196e-12  8.987649e-09  8.983277e-04  1.008432e-12  1.461348e-10  4.031542e-10  1.117806e-02  6.637067e-09  1.543196e-08  4.338995e-07  1.026372e-11  8.509248e-06  1.314105e-07  1.995925e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.661568e-04  3.300000e+05  1.206370e+00  1.294000e+03  8.352279e-06  1.366535e-08  1.865643e-04  1.190197e-05  4.007278e-09  2.929236e-14  6.826399e-04  5.092308e-08  2.559840e-06  1.781119e-04  5.993529e-02  4.958956e-08  7.948043e-07  1.130493e-04  4.221077e-04  9.167501e-04  2.129454e-12  8.846764e-09  4.007567e-06  3.984443e-08  8.796742e-04  6.530634e-08  4.654803e-05  3.109363e-08  5.489457e-08  1.171525e-09  3.736828e-10  2.437605e-12  5.456849e-11  3.224490e-05  3.228948e-13  3.732684e-13  3.833660e-06  6.894903e-07  8.784715e-07  3.940789e-08  9.259669e-12  9.068629e-11  2.382890e-07  1.223353e-08  8.426467e-09  6.276949e-11  1.210391e-12  9.446397e-09  9.113897e-04  1.039984e-12  1.491400e-10  4.085624e-10  1.112551e-02  6.621755e-09  1.537514e-08  4.323036e-07  1.048932e-11  8.796940e-06  1.335214e-07  1.990736e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.705208e-04  3.300000e+05  1.206321e+00  1.294000e+03  8.536663e-06  1.368026e-08  1.895582e-04  1.188987e-05  4.041530e-09  2.963040e-14  6.912349e-04  5.163939e-08  2.677425e-06  1.839243e-04  5.992015e-02  4.987983e-08  7.954564e-07  1.131403e-04  4.279279e-04  9.329809e-04  2.198389e-12  9.143686e-09  4.136939e-06  4.042953e-08  8.920826e-04  6.551084e-08  4.723463e-05  3.097794e-08  5.487318e-08  1.230886e-09  3.911112e-10  2.549511e-12  5.483343e-11  3.328330e-05  3.340914e-13  3.736254e-13  3.899032e-06  6.998908e-07  9.045242e-07  4.023398e-08  9.546009e-12  9.351332e-11  2.473801e-07  1.282066e-08  8.749514e-09  6.366316e-11  1.259683e-12  9.920006e-09  9.243475e-04  1.071750e-12  1.521567e-10  4.139275e-10  1.107318e-02  6.606415e-09  1.531830e-08  4.307048e-07  1.071594e-11  9.088535e-06  1.356259e-07  1.985542e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.748849e-04  3.300000e+05  1.206272e+00  1.294000e+03  8.721994e-06  1.369495e-08  1.925443e-04  1.187779e-05  4.076111e-09  2.997254e-14  6.997375e-04  5.234984e-08  2.798605e-06  1.898173e-04  5.990503e-02  5.016968e-08  7.960933e-07  1.132294e-04  4.336841e-04  9.492214e-04  2.268247e-12  9.444679e-09  4.268109e-06  4.101155e-08  9.044212e-04  6.571437e-08  4.791737e-05  3.086275e-08  5.485089e-08  1.292152e-09  4.090345e-10  2.664477e-12  5.510062e-11  3.433440e-05  3.454535e-13  3.739727e-13  3.964249e-06  7.102248e-07  9.308497e-07  4.106353e-08  9.835723e-12  9.637433e-11  2.566514e-07  1.342471e-08  9.079090e-09  6.454938e-11  1.310077e-12  1.040868e-08  9.372015e-04  1.103720e-12  1.551844e-10  4.192496e-10  1.102108e-02  6.591049e-09  1.526147e-08  4.291034e-07  1.094358e-11  9.383984e-06  1.377240e-07  1.980343e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.792490e-04  3.300000e+05  1.206223e+00  1.294000e+03  8.908260e-06  1.370943e-08  1.955225e-04  1.186574e-05  4.111015e-09  3.031874e-14  7.081483e-04  5.305444e-08  2.923427e-06  1.957901e-04  5.988990e-02  5.045911e-08  7.967154e-07  1.133167e-04  4.393768e-04  9.654711e-04  2.339024e-12  9.749694e-09  4.401064e-06  4.159052e-08  9.166902e-04  6.591691e-08  4.859627e-05  3.074805e-08  5.482772e-08  1.355346e-09  4.274576e-10  2.782529e-12  5.537002e-11  3.539803e-05  3.569799e-13  3.743108e-13  4.029311e-06  7.204920e-07  9.574434e-07  4.189651e-08  1.012877e-11  9.926885e-11  2.661032e-07  1.404582e-08  9.415209e-09  6.542818e-11  1.361575e-12  1.091260e-08  9.499519e-04  1.135880e-12  1.582229e-10  4.245292e-10  1.096920e-02  6.575658e-09  1.520463e-08  4.274997e-07  1.117222e-11  9.683243e-06  1.398155e-07  1.975139e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.836130e-04  3.300000e+05  1.206173e+00  1.294000e+03  9.095447e-06  1.372368e-08  1.984929e-04  1.185370e-05  4.146235e-09  3.066896e-14  7.164680e-04  5.375319e-08  3.051939e-06  2.018422e-04  5.987479e-02  5.074812e-08  7.973231e-07  1.134021e-04  4.450064e-04  9.817296e-04  2.410707e-12  1.005868e-08  4.535792e-06  4.216642e-08  9.288898e-04  6.611845e-08  4.927134e-05  3.063384e-08  5.480368e-08  1.420495e-09  4.463856e-10  2.903691e-12  5.564158e-11  3.647400e-05  3.686684e-13  3.746397e-13  4.094216e-06  7.306924e-07  9.843012e-07  4.273286e-08  1.042510e-11  1.021964e-10  2.757356e-07  1.468414e-08  9.757887e-09  6.629956e-11  1.414181e-12  1.143199e-08  9.625991e-04  1.168220e-12  1.612718e-10  4.297664e-10  1.091754e-02  6.560245e-09  1.514780e-08  4.258939e-07  1.140183e-11  9.986263e-06  1.419006e-07  1.969932e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.879771e-04  3.300000e+05  1.206124e+00  1.294000e+03  9.283543e-06  1.373772e-08  2.014556e-04  1.184169e-05  4.181765e-09  3.102316e-14  7.246970e-04  5.444610e-08  3.184189e-06  2.079729e-04  5.985968e-02  5.103671e-08  7.979167e-07  1.134857e-04  4.505735e-04  9.979966e-04  2.483290e-12  1.037160e-08  4.672280e-06  4.273925e-08  9.410204e-04  6.631898e-08  4.994260e-05  3.052012e-08  5.477878e-08  1.487623e-09  4.658232e-10  3.027989e-12  5.591527e-11  3.756215e-05  3.805175e-13  3.749596e-13  4.158964e-06  7.408259e-07  1.011419e-06  4.357257e-08  1.072467e-11  1.051566e-10  2.855491e-07  1.533981e-08  1.010714e-08  6.716355e-11  1.467898e-12  1.196702e-08  9.751435e-04  1.200728e-12  1.643310e-10  4.349614e-10  1.086610e-02  6.544811e-09  1.509098e-08  4.242862e-07  1.163240e-11  1.029300e-05  1.439790e-07  1.964722e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.923412e-04  3.300000e+05  1.206075e+00  1.294000e+03  9.472536e-06  1.375155e-08  2.044104e-04  1.182970e-05  4.217599e-09  3.138130e-14  7.328361e-04  5.513315e-08  3.320222e-06  2.141815e-04  5.984458e-02  5.132487e-08  7.984965e-07  1.135674e-04  4.560785e-04  1.014271e-03  2.556760e-12  1.068840e-08  4.810516e-06  4.330901e-08  9.530822e-04  6.651849e-08  5.061005e-05  3.040689e-08  5.475304e-08  1.556754e-09  4.857752e-10  3.155446e-12  5.619104e-11  3.866229e-05  3.925251e-13  3.752708e-13  4.223554e-06  7.508924e-07  1.038792e-06  4.441557e-08  1.102743e-11  1.081490e-10  2.955436e-07  1.601296e-08  1.046297e-08  6.802017e-11  1.522730e-12  1.251788e-08  9.875854e-04  1.233393e-12  1.674000e-10  4.401146e-10  1.081489e-02  6.529359e-09  1.503418e-08  4.226770e-07  1.186392e-11  1.060341e-05  1.460509e-07  1.959509e-11  0.000000e+00  9.245271e-01  1.000000e+00  
2.967052e-04  3.300000e+05  1.206026e+00  1.294000e+03  9.662412e-06  1.376516e-08  2.073574e-04  1.181773e-05  4.253729e-09  3.174334e-14  7.408857e-04  5.581439e-08  3.460086e-06  2.204675e-04  5.982949e-02  5.161260e-08  7.990627e-07  1.136474e-04  4.615219e-04  1.030554e-03  2.631114e-12  1.100902e-08  4.950487e-06  4.387571e-08  9.650753e-04  6.671697e-08  5.127373e-05  3.029414e-08  5.472648e-08  1.627913e-09  5.062464e-10  3.286086e-12  5.646884e-11  3.977425e-05  4.046900e-13  3.755734e-13  4.287985e-06  7.608918e-07  1.066416e-06  4.526185e-08  1.133334e-11  1.111731e-10  3.057196e-07  1.670371e-08  1.082541e-08  6.886944e-11  1.578678e-12  1.308477e-08  9.999252e-04  1.266203e-12  1.704786e-10  4.452262e-10  1.076390e-02  6.513890e-09  1.497740e-08  4.210663e-07  1.209636e-11  1.091744e-05  1.481161e-07  1.954294e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.010693e-04  3.300000e+05  1.205978e+00  1.294000e+03  9.853158e-06  1.377857e-08  2.102966e-04  1.180579e-05  4.290150e-09  3.210924e-14  7.488466e-04  5.648978e-08  3.603825e-06  2.268301e-04  5.981440e-02  5.189990e-08  7.996159e-07  1.137255e-04  4.669041e-04  1.046843e-03  2.706335e-12  1.133343e-08  5.092182e-06  4.443933e-08  9.770001e-04  6.691440e-08  5.193364e-05  3.018187e-08  5.469910e-08  1.701122e-09  5.272412e-10  3.419931e-12  5.674865e-11  4.089785e-05  4.170098e-13  3.758676e-13  4.352256e-06  7.708239e-07  1.094287e-06  4.611135e-08  1.164234e-11  1.142284e-10  3.160771e-07  1.741220e-08  1.119446e-08  6.971137e-11  1.635746e-12  1.366788e-08  1.012163e-03  1.299149e-12  1.735664e-10  4.502964e-10  1.071313e-02  6.498407e-09  1.492065e-08  4.194546e-07  1.232970e-11  1.123505e-05  1.501747e-07  1.949078e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.054334e-04  3.300000e+05  1.205929e+00  1.294000e+03  1.004476e-05  1.379176e-08  2.132279e-04  1.179387e-05  4.326855e-09  3.247896e-14  7.567193e-04  5.715937e-08  3.751486e-06  2.332688e-04  5.979932e-02  5.218676e-08  8.001561e-07  1.138019e-04  4.722256e-04  1.063140e-03  2.782421e-12  1.166158e-08  5.235587e-06  4.499988e-08  9.888568e-04  6.711077e-08  5.258979e-05  3.007009e-08  5.467092e-08  1.776406e-09  5.487642e-10  3.557004e-12  5.703040e-11  4.203293e-05  4.294831e-13  3.761535e-13  4.416366e-06  7.806889e-07  1.122401e-06  4.696403e-08  1.195440e-11  1.173145e-10  3.266162e-07  1.813854e-08  1.157013e-08  7.054599e-11  1.693937e-12  1.426738e-08  1.024300e-03  1.332218e-12  1.766633e-10  4.553255e-10  1.066257e-02  6.482910e-09  1.486392e-08  4.178420e-07  1.256393e-11  1.155619e-05  1.522266e-07  1.943861e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.097974e-04  3.300000e+05  1.205880e+00  1.294000e+03  1.023722e-05  1.380475e-08  2.161515e-04  1.178198e-05  4.363837e-09  3.285245e-14  7.645043e-04  5.782311e-08  3.903111e-06  2.397829e-04  5.978425e-02  5.247319e-08  8.006837e-07  1.138766e-04  4.774869e-04  1.079442e-03  2.859355e-12  1.199340e-08  5.380691e-06  4.555735e-08  1.000646e-03  6.730608e-08  5.324221e-05  2.995878e-08  5.464195e-08  1.853788e-09  5.708199e-10  3.697325e-12  5.731406e-11  4.317930e-05  4.421073e-13  3.764314e-13  4.480315e-06  7.904866e-07  1.150753e-06  4.781987e-08  1.226945e-11  1.204310e-10  3.373373e-07  1.888286e-08  1.195243e-08  7.137332e-11  1.753251e-12  1.488345e-08  1.036335e-03  1.365402e-12  1.797688e-10  4.603138e-10  1.061224e-02  6.467403e-09  1.480724e-08  4.162287e-07  1.279904e-11  1.188081e-05  1.542718e-07  1.938645e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.141615e-04  3.300000e+05  1.205831e+00  1.294000e+03  1.043050e-05  1.381754e-08  2.190673e-04  1.177011e-05  4.401090e-09  3.322968e-14  7.722023e-04  5.848110e-08  4.058746e-06  2.463717e-04  5.976919e-02  5.275918e-08  8.011989e-07  1.139495e-04  4.826884e-04  1.095751e-03  2.937141e-12  1.232887e-08  5.527480e-06  4.611178e-08  1.012367e-03  6.750031e-08  5.389092e-05  2.984795e-08  5.461221e-08  1.933291e-09  5.934127e-10  3.840917e-12  5.759958e-11  4.433680e-05  4.548821e-13  3.767012e-13  4.544102e-06  8.002171e-07  1.179341e-06  4.867882e-08  1.258748e-11  1.235775e-10  3.482403e-07  1.964527e-08  1.234138e-08  7.219340e-11  1.813692e-12  1.551628e-08  1.048270e-03  1.398689e-12  1.828828e-10  4.652615e-10  1.056213e-02  6.451885e-09  1.475059e-08  4.146147e-07  1.303499e-11  1.220888e-05  1.563103e-07  1.933427e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.185256e-04  3.300000e+05  1.205783e+00  1.294000e+03  1.062461e-05  1.383013e-08  2.219752e-04  1.175826e-05  4.438607e-09  3.361060e-14  7.798139e-04  5.913327e-08  4.218434e-06  2.530347e-04  5.975413e-02  5.304473e-08  8.017021e-07  1.140207e-04  4.878306e-04  1.112064e-03  3.015755e-12  1.266793e-08  5.675943e-06  4.666311e-08  1.024021e-03  6.769345e-08  5.453591e-05  2.973760e-08  5.458172e-08  2.014937e-09  6.165467e-10  3.987799e-12  5.788693e-11  4.550526e-05  4.678040e-13  3.769634e-13  4.607726e-06  8.098802e-07  1.208159e-06  4.954083e-08  1.290842e-11  1.267535e-10  3.593253e-07  2.042588e-08  1.273699e-08  7.300623e-11  1.875261e-12  1.616604e-08  1.060105e-03  1.432069e-12  1.860048e-10  4.701688e-10  1.051223e-02  6.436359e-09  1.469399e-08  4.130006e-07  1.327178e-11  1.254035e-05  1.583419e-07  1.928211e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.228896e-04  3.300000e+05  1.205734e+00  1.294000e+03  1.081952e-05  1.384251e-08  2.248754e-04  1.174645e-05  4.476383e-09  3.399517e-14  7.873397e-04  5.977966e-08  4.382217e-06  2.597712e-04  5.973908e-02  5.332984e-08  8.021935e-07  1.140902e-04  4.929139e-04  1.128383e-03  3.095196e-12  1.301052e-08  5.826067e-06  4.721139e-08  1.035608e-03  6.788549e-08  5.517722e-05  2.962773e-08  5.455047e-08  2.098750e-09  6.402262e-10  4.137991e-12  5.817605e-11  4.668451e-05  4.808721e-13  3.772180e-13  4.671187e-06  8.194760e-07  1.237203e-06  5.040587e-08  1.323223e-11  1.299584e-10  3.705926e-07  2.122480e-08  1.313926e-08  7.381184e-11  1.937959e-12  1.683291e-08  1.071840e-03  1.465533e-12  1.891347e-10  4.750361e-10  1.046255e-02  6.420827e-09  1.463743e-08  4.113864e-07  1.350938e-11  1.287516e-05  1.603668e-07  1.922996e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.272537e-04  3.300000e+05  1.205685e+00  1.294000e+03  1.101523e-05  1.385470e-08  2.277677e-04  1.173466e-05  4.514409e-09  3.438333e-14  7.947803e-04  6.042028e-08  4.550138e-06  2.665806e-04  5.972404e-02  5.361450e-08  8.026733e-07  1.141580e-04  4.979389e-04  1.144707e-03  3.175453e-12  1.335661e-08  5.977840e-06  4.775660e-08  1.047128e-03  6.807643e-08  5.581486e-05  2.951832e-08  5.451849e-08  2.184751e-09  6.644553e-10  4.291513e-12  5.846690e-11  4.787437e-05  4.940842e-13  3.774651e-13  4.734484e-06  8.290046e-07  1.266470e-06  5.127390e-08  1.355887e-11  1.331921e-10  3.820420e-07  2.204214e-08  1.354820e-08  7.461026e-11  2.001789e-12  1.751705e-08  1.083475e-03  1.499071e-12  1.922722e-10  4.798635e-10  1.041309e-02  6.405290e-09  1.458093e-08  4.097722e-07  1.374778e-11  1.321328e-05  1.623849e-07  1.917783e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.316178e-04  3.300000e+05  1.205637e+00  1.294000e+03  1.121173e-05  1.386669e-08  2.306522e-04  1.172289e-05  4.552681e-09  3.477507e-14  8.021362e-04  6.105518e-08  4.722239e-06  2.734622e-04  5.970900e-02  5.389872e-08  8.031417e-07  1.142242e-04  5.029058e-04  1.161035e-03  3.256524e-12  1.370615e-08  6.131249e-06  4.829876e-08  1.058581e-03  6.826626e-08  5.644885e-05  2.940938e-08  5.448579e-08  2.272962e-09  6.892380e-10  4.448383e-12  5.875944e-11  4.907468e-05  5.074392e-13  3.777048e-13  4.797616e-06  8.384658e-07  1.295955e-06  5.214487e-08  1.388829e-11  1.364538e-10  3.936738e-07  2.287800e-08  1.396383e-08  7.540152e-11  2.066753e-12  1.821864e-08  1.095011e-03  1.532673e-12  1.954169e-10  4.846513e-10  1.036385e-02  6.389748e-09  1.452449e-08  4.081583e-07  1.398695e-11  1.355466e-05  1.643961e-07  1.912571e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.359819e-04  3.300000e+05  1.205589e+00  1.294000e+03  1.140899e-05  1.387848e-08  2.335290e-04  1.171116e-05  4.591191e-09  3.517031e-14  8.094082e-04  6.168432e-08  4.898561e-06  2.804153e-04  5.969398e-02  5.418249e-08  8.035990e-07  1.142887e-04  5.078153e-04  1.177367e-03  3.338387e-12  1.405908e-08  6.286283e-06  4.883785e-08  1.069968e-03  6.845496e-08  5.707919e-05  2.930092e-08  5.445238e-08  2.363406e-09  7.145783e-10  4.608619e-12  5.905361e-11  5.028528e-05  5.209342e-13  3.779373e-13  4.860584e-06  8.478598e-07  1.325655e-06  5.301875e-08  1.422045e-11  1.397434e-10  4.054879e-07  2.373247e-08  1.438614e-08  7.618563e-11  2.132850e-12  1.893785e-08  1.106449e-03  1.566331e-12  1.985686e-10  4.893998e-10  1.031482e-02  6.374205e-09  1.446810e-08  4.065447e-07  1.422689e-11  1.389925e-05  1.664004e-07  1.907362e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.403459e-04  3.300000e+05  1.205540e+00  1.294000e+03  1.160702e-05  1.389009e-08  2.363979e-04  1.169945e-05  4.629934e-09  3.556903e-14  8.165966e-04  6.230774e-08  5.079144e-06  2.874395e-04  5.967896e-02  5.446580e-08  8.040455e-07  1.143516e-04  5.126677e-04  1.193703e-03  3.421046e-12  1.441537e-08  6.442928e-06  4.937389e-08  1.081289e-03  6.864253e-08  5.770591e-05  2.919292e-08  5.441827e-08  2.456102e-09  7.404800e-10  4.772239e-12  5.934939e-11  5.150599e-05  5.345680e-13  3.781628e-13  4.923385e-06  8.571866e-07  1.355566e-06  5.389549e-08  1.455529e-11  1.430602e-10  4.174843e-07  2.460566e-08  1.481515e-08  7.696263e-11  2.200082e-12  1.967483e-08  1.117788e-03  1.600034e-12  2.017270e-10  4.941091e-10  1.026601e-02  6.358660e-09  1.441178e-08  4.049318e-07  1.446757e-11  1.424702e-05  1.683978e-07  1.902155e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.447100e-04  3.300000e+05  1.205492e+00  1.294000e+03  1.180579e-05  1.390149e-08  2.392591e-04  1.168777e-05  4.668903e-09  3.597117e-14  8.237023e-04  6.292546e-08  5.264030e-06  2.945340e-04  5.966395e-02  5.474867e-08  8.044813e-07  1.144128e-04  5.174634e-04  1.210041e-03  3.504480e-12  1.477495e-08  6.601173e-06  4.990688e-08  1.092544e-03  6.882896e-08  5.832902e-05  2.908538e-08  5.438347e-08  2.551074e-09  7.669469e-10  4.939259e-12  5.964672e-11  5.273666e-05  5.483385e-13  3.783813e-13  4.986021e-06  8.664462e-07  1.385683e-06  5.477505e-08  1.489279e-11  1.464039e-10  4.296631e-07  2.549766e-08  1.525087e-08  7.773254e-11  2.268450e-12  2.042975e-08  1.129029e-03  1.633774e-12  2.048918e-10  4.987796e-10  1.021741e-02  6.343116e-09  1.435552e-08  4.033196e-07  1.470898e-11  1.459791e-05  1.703883e-07  1.896952e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.490741e-04  3.300000e+05  1.205444e+00  1.294000e+03  1.200530e-05  1.391271e-08  2.421124e-04  1.167611e-05  4.708091e-09  3.637669e-14  8.307257e-04  6.353749e-08  5.453257e-06  3.016983e-04  5.964895e-02  5.503108e-08  8.049067e-07  1.144724e-04  5.222030e-04  1.226383e-03  3.588693e-12  1.513779e-08  6.761006e-06  5.043682e-08  1.103734e-03  6.901424e-08  5.894855e-05  2.897831e-08  5.434800e-08  2.648340e-09  7.939828e-10  5.109697e-12  5.994556e-11  5.397711e-05  5.622440e-13  3.785931e-13  5.048490e-06  8.756387e-07  1.416003e-06  5.565740e-08  1.523289e-11  1.497741e-10  4.420242e-07  2.640854e-08  1.569329e-08  7.849539e-11  2.337954e-12  2.120278e-08  1.140173e-03  1.667543e-12  2.080628e-10  5.034115e-10  1.016903e-02  6.327573e-09  1.429933e-08  4.017083e-07  1.495109e-11  1.495188e-05  1.723718e-07  1.891752e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.534381e-04  3.300000e+05  1.205395e+00  1.294000e+03  1.220554e-05  1.392374e-08  2.449580e-04  1.166449e-05  4.747492e-09  3.678556e-14  8.376675e-04  6.414385e-08  5.646864e-06  3.089316e-04  5.963395e-02  5.531304e-08  8.053219e-07  1.145305e-04  5.268869e-04  1.242727e-03  3.673665e-12  1.550383e-08  6.922413e-06  5.096372e-08  1.114858e-03  6.919837e-08  5.956449e-05  2.887169e-08  5.431186e-08  2.747923e-09  8.215911e-10  5.283567e-12  6.024586e-11  5.522719e-05  5.762825e-13  3.787982e-13  5.110793e-06  8.847642e-07  1.446523e-06  5.654248e-08  1.557555e-11  1.531703e-10  4.545676e-07  2.733841e-08  1.614242e-08  7.925120e-11  2.408595e-12  2.199406e-08  1.151220e-03  1.701331e-12  2.112397e-10  5.080050e-10  1.012086e-02  6.312033e-09  1.424322e-08  4.000981e-07  1.519389e-11  1.530889e-05  1.743484e-07  1.886556e-11  0.000000e+00  9.245271e-01  1.000000e+00  
3.578022e-04  3.300000e+05  1.205347e+00  1.294000e+03  1.240648e-05  1.393459e-08  2.477958e-04  1.165289e-05  4.787100e-09  3.719772e-14  8.445282e-04  6.474456e-08  5.844890e-06  3.162335e-04  5.961896e-02  5.559453e-08  8.057270e-07  1.145869e-04  5.315155e-04  1.259073e-03  3.759395e-12  1.587304e-08  7.085384e-06  5.148758e-08  1.125918e-03  6.938134e-08  6.017688e-05  2.876554e-08  5.427507e-08  2.849843e-09  8.497754e-10  5.460886e-12  6.054758e-11  5.648674e-05  5.904523e-13  3.789967e-13  5.172928e-06  8.938227e-07  1.477238e-06  5.743027e-08  1.592073e-11  1.565921e-10  4.672932e-07  2.828735e-08  1.659828e-08  8.000002e-11  2.480374e-12  2.280375e-08  1.162170e-03  1.735130e-12  2.144222e-10  5.125604e-10  1.007290e-02  6.296497e-09  1.418718e-08  3.984890e-07  1.543735e-11  1.566890e-05  1.763179e-07  1.881365e-11  0.000000e+00  9.245271e-01  1.000000e+00  
