int_time      x             rho           u             G             T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      
1.000000e+04  6.750000e-03  1.391764e-01  -7.578306e-01  8.949671e+00  2.286500e+03  3.235606e-02  9.928546e-03  1.388893e-03  3.318490e-03  6.376292e-03  1.290989e-01  6.355751e-07  1.439476e-07  8.747673e-06  4.474781e-06  8.403984e-06  8.079503e-07  2.189519e-05  7.074623e-06  8.159885e-02  5.751185e-02  2.123006e-06  1.391547e-05  1.265777e-07  6.672901e-09  5.653974e-08  2.158589e-06  1.608927e-04  1.011590e-07  1.770817e-07  3.070130e-10  2.659174e-10  6.236116e-06  4.516745e-06  1.079587e-06  4.149983e-26  3.799723e-10  6.781686e-01  2.365183e-06  3.206382e-07  2.240102e-07  5.931350e-10  1.181098e-09  2.472690e-08  4.149779e-06  8.121548e-08  8.982158e-09  1.769919e-08  3.488668e-08  2.072555e-08  4.834066e-09  3.151747e-09  9.544225e-12  8.339996e-08  6.082659e-08  3.447500e-10  3.439918e-08  4.492749e-09  2.640650e-09  1.076831e-07  1.479500e-10  1.420480e-10  4.577105e-10  1.807829e-13  5.303872e-14  3.309677e-11  5.323271e-14  1.283094e-06  6.080619e-07  7.143167e-09  4.766957e-08  3.736970e-09  1.802752e-07  1.026858e-12  5.911064e-11  8.480473e-10  6.379032e-12  2.430458e-12  8.114146e-12  1.576544e-11  2.374396e-08  7.905897e-09  7.553084e-09  1.985344e-09  2.266301e-08  7.900241e-09  1.093175e-08  5.852982e-10  2.758246e-09  4.271712e-09  7.231362e-10  1.076301e-09  2.631177e-14  2.524170e-13  1.400546e-08  1.561943e-08  5.476162e-08  2.162230e-11  1.120853e-15  6.695711e-08  2.395405e-10  1.850881e-10  3.668534e-16  1.025160e-08  3.207907e-09  2.013491e-09  1.000000e+00  
1.000000e+04  6.950000e-03  1.430398e-01  -8.317317e-01  6.924678e+00  2.258000e+03  1.724784e-02  1.012995e-02  5.110374e-03  1.893532e-02  1.194930e-02  1.289429e-01  2.880780e-06  5.229130e-07  1.587775e-07  1.589358e-07  2.457767e-07  2.785253e-08  4.599952e-07  1.729122e-07  4.743659e-02  6.062289e-02  2.035854e-07  5.823639e-07  4.615887e-09  3.101615e-10  1.840131e-09  4.955680e-08  2.306859e-06  3.369298e-09  2.473598e-09  1.054678e-12  8.529123e-13  2.492380e-07  1.763393e-07  3.046658e-08  3.614459e-26  1.695282e-11  6.996163e-01  8.208743e-08  3.573388e-09  1.429396e-09  1.690391e-10  8.720889e-12  6.027087e-10  5.940847e-08  1.997052e-09  8.784485e-10  1.426584e-09  3.489352e-09  3.519169e-09  7.920604e-10  3.100810e-10  1.026648e-12  1.493390e-09  1.093562e-09  9.802504e-12  5.518869e-10  3.515330e-10  1.835313e-10  8.680518e-09  1.084538e-11  9.880015e-12  2.138003e-11  1.130530e-14  2.323956e-15  2.566452e-12  1.426515e-15  8.018746e-08  4.855936e-08  1.437764e-09  5.280843e-09  3.682928e-10  8.350712e-09  2.334595e-13  6.010060e-12  9.047737e-11  4.298248e-13  1.347021e-13  4.043075e-13  1.358604e-12  7.582099e-10  4.695784e-10  4.781433e-10  1.656479e-10  2.040413e-09  9.808205e-10  1.346212e-09  4.686816e-11  2.179873e-10  2.643281e-10  8.392864e-11  1.028495e-10  4.335549e-16  1.626213e-14  1.253525e-09  1.395158e-09  3.644037e-09  1.783322e-13  2.746100e-17  2.172443e-09  1.313506e-11  1.199669e-11  2.095061e-17  3.911614e-10  5.111583e-11  4.417036e-11  1.000000e+00  
1.000000e+04  7.100000e-03  1.490036e-01  -8.664472e-01  5.713430e+00  2.189500e+03  1.075749e-02  8.417327e-03  7.410509e-03  3.729532e-02  1.331219e-02  1.223097e-01  4.979332e-06  8.513924e-07  8.348725e-10  1.373341e-09  2.266029e-09  2.549015e-10  4.071984e-09  2.306209e-09  2.874936e-02  5.806500e-02  4.127349e-08  7.763054e-09  4.680073e-11  3.711945e-12  2.306140e-11  3.362046e-10  1.610670e-08  1.149492e-10  3.679839e-11  5.594448e-15  1.758591e-15  2.716528e-09  3.351706e-09  3.162583e-10  3.230641e-26  3.602185e-13  7.136772e-01  7.863254e-10  3.282269e-11  2.362680e-11  1.557487e-11  8.357745e-14  6.742840e-12  6.493966e-10  2.954870e-11  4.408803e-11  7.039728e-11  1.901014e-10  1.935133e-10  4.407641e-11  1.437769e-11  4.875286e-14  2.077618e-11  1.105235e-11  3.456400e-13  1.837389e-11  1.469472e-11  8.465854e-12  3.917134e-10  3.420700e-13  2.923359e-13  5.184767e-13  3.345460e-16  6.669867e-17  9.910251e-14  3.289702e-17  3.021442e-09  1.859049e-09  9.569199e-11  2.749703e-10  2.147725e-11  2.737872e-10  1.747162e-14  3.238058e-13  5.617078e-12  1.438238e-14  4.643380e-15  1.423182e-14  4.909959e-14  2.698104e-11  1.788437e-11  2.114400e-11  6.322858e-12  1.063691e-10  4.866955e-11  6.589012e-11  2.105890e-12  7.519930e-12  8.459277e-12  2.928581e-12  3.336799e-12  4.032263e-18  3.098500e-16  3.894886e-11  4.284436e-11  1.167491e-10  1.677051e-15  3.689582e-19  3.613298e-11  3.947727e-13  3.335462e-13  5.861434e-19  6.751500e-12  5.529596e-13  5.050233e-13  1.000000e+00  
1.000000e+04  7.250000e-03  1.580339e-01  -8.811728e-01  4.717272e+00  2.082500e+03  6.869139e-03  6.320484e-03  8.221594e-03  6.057701e-02  1.217868e-02  1.121961e-01  7.242490e-06  1.176272e-06  5.208151e-12  1.586854e-11  3.516536e-11  3.648010e-12  6.563908e-11  6.208368e-11  1.704283e-02  5.078732e-02  2.031815e-08  1.946487e-10  6.970633e-13  7.004513e-14  5.410679e-13  3.762314e-12  2.446057e-10  6.803966e-12  1.692882e-12  2.213827e-16  1.705316e-17  5.173620e-11  1.340116e-10  6.021738e-12  2.831577e-26  1.850186e-14  7.257984e-01  1.117670e-11  8.707165e-13  1.843173e-12  1.957838e-12  4.224188e-15  1.694485e-13  2.090853e-11  1.224988e-12  3.203354e-12  5.075660e-12  1.610356e-11  1.457069e-11  3.414674e-12  1.066622e-12  3.725999e-15  8.507746e-13  1.946541e-13  1.979116e-14  1.233008e-12  9.365797e-13  6.726618e-13  2.813063e-11  1.430400e-14  1.133718e-14  1.766042e-14  1.418214e-17  3.054761e-18  6.124258e-15  1.302484e-18  1.957205e-10  1.048869e-10  9.875544e-12  2.568334e-11  2.189931e-12  1.510551e-11  2.206527e-15  3.189708e-14  6.563449e-13  6.125660e-16  2.505320e-16  7.334464e-16  2.057815e-15  1.740349e-12  9.632014e-13  1.249147e-12  3.065192e-13  8.565112e-12  3.193820e-12  4.191739e-12  1.347937e-13  3.877354e-13  4.206426e-13  1.270563e-13  1.382310e-13  7.329631e-20  5.248319e-18  1.598729e-12  1.748288e-12  5.643204e-12  3.146703e-17  7.662484e-21  1.022651e-12  1.955204e-14  1.335259e-14  2.645931e-20  1.864595e-13  1.262095e-14  9.870288e-15  1.000000e+00  
1.000000e+04  7.400000e-03  1.716018e-01  -8.708349e-01  3.908887e+00  1.934500e+03  4.128846e-03  4.339118e-03  7.662244e-03  8.493142e-02  9.573329e-03  1.010525e-01  9.633345e-06  1.588504e-06  1.973352e-14  1.510835e-13  6.242732e-13  7.915174e-14  3.916226e-12  1.468636e-11  9.049378e-03  4.259702e-02  9.455643e-09  1.873822e-11  2.759442e-14  4.552818e-15  5.278282e-14  3.264817e-14  3.724941e-12  1.914055e-13  1.984498e-13  4.260094e-16  1.162514e-15  8.086623e-13  4.148676e-12  8.514191e-14  2.461005e-26  8.847947e-16  7.366549e-01  1.124829e-13  1.621194e-14  7.747367e-14  1.179792e-13  1.835542e-16  2.434531e-15  5.076905e-13  3.946357e-14  1.085734e-13  1.674374e-13  6.760176e-13  4.923802e-13  1.225267e-13  4.223811e-14  1.604219e-16  2.509894e-14  1.587257e-15  4.864981e-16  4.357772e-14  3.145109e-14  3.172426e-14  1.140670e-12  2.755647e-16  1.869315e-16  2.508039e-16  2.506142e-19  6.313019e-20  2.111150e-16  2.477717e-20  6.856640e-12  2.790086e-12  5.454943e-13  1.675823e-12  1.299571e-13  4.122061e-13  1.517757e-16  1.938260e-15  3.995878e-14  1.291108e-17  9.655549e-18  1.845836e-17  3.050068e-17  6.026857e-14  2.318549e-14  3.058395e-14  6.052539e-15  3.365236e-13  9.554453e-14  1.184654e-13  4.111947e-15  9.841882e-15  1.044211e-14  2.455599e-15  2.579358e-15  7.773603e-22  2.084564e-20  2.970298e-14  3.236015e-14  1.317188e-13  2.742730e-19  7.263178e-23  1.508763e-14  5.658410e-16  2.830263e-16  7.127928e-22  2.546082e-15  1.774039e-16  9.677557e-17  1.000000e+00  
1.000000e+04  7.600000e-03  1.948660e-01  -8.368866e-01  3.076169e+00  1.721000e+03  1.979520e-03  2.311482e-03  5.628109e-03  1.165761e-01  5.729691e-03  8.427638e-02  1.282163e-05  2.124483e-06  2.169073e-14  5.118968e-13  5.640363e-12  9.819436e-13  1.218440e-10  8.912139e-10  3.837411e-03  3.081215e-02  3.226636e-09  2.655440e-10  5.988278e-13  1.862716e-13  3.954634e-12  6.926231e-15  3.306545e-12  4.708729e-13  1.643253e-11  8.842572e-14  3.818858e-13  1.060288e-12  2.012481e-11  4.529928e-14  1.991378e-26  8.407660e-15  7.488342e-01  6.505689e-14  2.053905e-16  2.410156e-15  5.827521e-15  1.229998e-17  1.799670e-17  1.069552e-14  1.277901e-15  2.640749e-15  3.709757e-15  2.159413e-14  1.154610e-14  3.158652e-15  1.701530e-15  6.464709e-18  5.731486e-16  7.913953e-18  6.762065e-18  1.236447e-15  9.328045e-16  1.690370e-15  5.199466e-14  5.924249e-18  2.749195e-18  2.584577e-18  2.006997e-21  7.941839e-22  6.900170e-18  4.196164e-22  2.112787e-13  5.683151e-14  2.566416e-14  1.210140e-13  7.066927e-15  7.854855e-15  9.345532e-18  1.053557e-16  1.104099e-15  4.252592e-19  5.673729e-19  7.468189e-19  3.098799e-19  1.822285e-15  4.240423e-16  5.411991e-16  8.704572e-17  1.015449e-14  2.117095e-15  2.413841e-15  1.224201e-16  2.138081e-16  2.229404e-16  3.791736e-17  3.881957e-17  8.738331e-24  1.616379e-23  4.295733e-16  4.677607e-16  2.523842e-15  1.877265e-21  4.152871e-25  2.004774e-16  2.026425e-17  6.631906e-18  2.333793e-23  2.899729e-17  3.198280e-18  9.425079e-19  1.000000e+00  
1.000000e+04  7.800000e-03  2.354477e-01  -7.511024e-01  2.483002e+00  1.437500e+03  8.863201e-04  9.961138e-04  2.970219e-03  1.453815e-01  2.349724e-03  6.630200e-02  1.827096e-05  2.861251e-06  2.300728e-14  1.472155e-12  5.201675e-11  7.284932e-12  2.226564e-09  3.382594e-08  1.686701e-03  2.014964e-02  1.463397e-09  6.749510e-09  7.897735e-12  6.062585e-12  2.572545e-10  3.641984e-14  1.322465e-10  8.498725e-12  1.186018e-09  9.380768e-12  7.229175e-11  1.931533e-11  5.839359e-10  8.229980e-13  1.551419e-26  1.185545e-12  7.592566e-01  4.324794e-13  2.430669e-18  1.233901e-16  4.011931e-16  3.332411e-16  6.473912e-20  2.427671e-16  5.160331e-17  6.641565e-17  7.795901e-17  9.365261e-16  4.076434e-16  1.304372e-16  3.008750e-16  6.565624e-19  8.201794e-18  2.463667e-20  4.484739e-20  2.956120e-17  2.475325e-17  1.216426e-16  3.753076e-15  2.279330e-19  6.196416e-20  7.069052e-20  3.666912e-23  1.980701e-21  5.728794e-19  1.026857e-20  1.096443e-14  1.540232e-15  1.599745e-15  1.392679e-14  6.119532e-16  2.128666e-16  9.762585e-19  8.182499e-18  1.400679e-17  6.803221e-20  8.922973e-20  2.800930e-19  2.861554e-20  8.096183e-17  9.215063e-18  1.131763e-17  2.298476e-18  3.997058e-16  4.968867e-17  5.227716e-17  1.016567e-17  6.918730e-18  7.141406e-18  7.115521e-19  7.183835e-19  3.183945e-25  7.463815e-28  7.147390e-18  7.808539e-18  6.872710e-17  2.259458e-23  2.013840e-27  4.115762e-18  1.427396e-18  2.039566e-19  1.897665e-24  3.916919e-19  2.157641e-19  2.391606e-20  1.000000e+00  
1.000000e+04  7.950000e-03  2.836527e-01  -6.603013e-01  2.165781e+00  1.200500e+03  6.062685e-04  4.342099e-04  1.289919e-03  1.645720e-01  9.363579e-04  5.157913e-02  2.631922e-05  3.689504e-06  9.902365e-15  1.564154e-12  1.701297e-10  1.979272e-11  1.515744e-08  4.169658e-07  1.012710e-03  1.327944e-02  2.144759e-09  6.244359e-08  4.386477e-11  1.049095e-10  6.847092e-09  7.789226e-14  2.616329e-09  5.634197e-11  3.541446e-08  3.249742e-10  4.465872e-09  1.320951e-10  6.715403e-09  5.185260e-12  1.219179e-26  1.026534e-10  7.662594e-01  1.092159e-12  1.879885e-18  7.474064e-16  8.111045e-16  1.221840e-14  2.506899e-21  8.879874e-17  1.648663e-16  2.027282e-17  2.299670e-17  9.262454e-16  4.106999e-16  2.131140e-16  3.645455e-15  4.766419e-18  2.149887e-19  1.179512e-22  6.986396e-22  1.947207e-18  1.376958e-18  2.387483e-17  6.061498e-16  1.389284e-20  3.179427e-20  7.404569e-19  2.936979e-22  2.316168e-20  1.371665e-18  4.546325e-19  1.179518e-14  6.939629e-16  1.197208e-15  1.552892e-14  6.675170e-16  1.296884e-16  2.737368e-18  6.157043e-18  7.387198e-19  1.039142e-19  8.876567e-20  3.176203e-18  2.057021e-19  1.566525e-17  9.387753e-19  1.057613e-18  2.254812e-19  5.803390e-17  4.064243e-18  4.072557e-18  5.222773e-18  8.814033e-19  9.159655e-19  5.064700e-20  5.140854e-20  3.840864e-25  5.046517e-31  4.527384e-19  5.131375e-19  7.533291e-18  5.259412e-23  1.488305e-27  5.514249e-19  7.319109e-19  4.001631e-20  1.409692e-24  2.985674e-20  4.867136e-19  2.675163e-20  1.000000e+00  
1.000000e+04  8.050000e-03  3.299157e-01  -5.891031e-01  2.004184e+00  1.036000e+03  5.177444e-04  1.818966e-04  5.159541e-04  1.757550e-01  4.289291e-04  4.175239e-02  3.435889e-05  4.809371e-06  1.521283e-15  5.867344e-13  1.863487e-10  1.975661e-11  3.295529e-08  1.148066e-06  7.144429e-04  9.436893e-03  2.209540e-09  1.594051e-07  6.189176e-11  5.184338e-10  3.850371e-08  4.505620e-14  1.101571e-08  9.556237e-11  2.221052e-07  1.882721e-09  4.096833e-08  1.884985e-10  1.737862e-08  7.544365e-12  1.005616e-26  1.593084e-09  7.706559e-01  6.815323e-13  3.527472e-18  3.259919e-15  7.158654e-15  8.380307e-14  1.894280e-21  4.956569e-16  2.890368e-15  4.570390e-17  2.988192e-17  2.984408e-15  8.843176e-16  3.380890e-16  1.892371e-14  5.774235e-17  8.612291e-20  1.945228e-24  2.157030e-22  2.598212e-18  7.952526e-19  5.039842e-17  2.140404e-16  5.299029e-21  9.395499e-20  6.062621e-18  7.427669e-22  5.289875e-20  8.953049e-18  3.281042e-18  3.747570e-14  1.524714e-15  1.941327e-15  2.412933e-14  1.277965e-15  2.013056e-16  2.739207e-17  1.521718e-17  1.422087e-19  5.505938e-19  5.137474e-19  3.526490e-17  1.610404e-18  4.097700e-17  1.901357e-18  1.942791e-18  7.965494e-20  3.650482e-17  1.786808e-18  1.769084e-18  4.338410e-18  5.128655e-19  5.703794e-19  2.007275e-20  2.207642e-20  9.309864e-25  2.915248e-31  1.723720e-19  2.517620e-19  4.140325e-18  3.528392e-22  1.151465e-26  1.079566e-18  1.161501e-18  3.691188e-20  3.018099e-24  4.184242e-20  2.265284e-18  9.121303e-20  1.000000e+00  
1.000000e+04  8.150000e-03  4.073057e-01  -4.947940e-01  1.872526e+00  8.419000e+02  4.678256e-04  4.836782e-05  1.412603e-04  1.850113e-01  1.630097e-04  3.253428e-02  4.457110e-05  6.370672e-06  4.819568e-17  6.859489e-14  1.034964e-10  1.058351e-11  4.557607e-08  2.207216e-06  5.036399e-04  6.406494e-03  1.104464e-09  2.525633e-07  3.253485e-11  2.187223e-09  1.184676e-07  5.338148e-15  2.254183e-08  6.271565e-11  8.242920e-07  4.812005e-09  1.793589e-07  8.121969e-11  2.224126e-08  5.238443e-12  8.064106e-27  7.376723e-09  7.746692e-01  1.070722e-13  2.946639e-18  7.066162e-15  5.349988e-14  3.110586e-13  7.134928e-22  3.069715e-15  2.535936e-14  1.717516e-16  3.254898e-17  1.410521e-14  1.527894e-15  1.871943e-16  5.327792e-14  7.962071e-16  1.412814e-19  3.900942e-24  2.030348e-22  1.952273e-17  5.252715e-19  1.539099e-16  2.089944e-16  9.347088e-21  8.190645e-20  2.534855e-17  8.999468e-22  3.842537e-20  8.734381e-17  1.201475e-17  9.012653e-14  3.235166e-15  2.474054e-15  2.345788e-14  1.685071e-15  2.748641e-16  3.540653e-16  1.868728e-16  6.241231e-20  1.495959e-18  2.764861e-18  1.935813e-16  7.454769e-18  2.320741e-16  9.203831e-18  9.313027e-18  1.054656e-19  5.653235e-17  2.295458e-18  2.285741e-18  3.786417e-18  7.484479e-19  9.836943e-19  2.491659e-20  3.294973e-20  1.006141e-24  1.369477e-31  2.148110e-19  3.392085e-19  6.134363e-18  1.313349e-21  6.181798e-26  2.787194e-18  1.788627e-18  4.076953e-20  9.002405e-24  9.659349e-20  6.537680e-18  2.299575e-19  1.000000e+00  
1.000000e+04  8.250000e-03  5.348873e-01  -3.905674e-01  1.764983e+00  6.429500e+02  4.236534e-04  5.349706e-06  3.218228e-05  1.925956e-01  4.237219e-05  2.405494e-02  4.068705e-05  6.559548e-06  1.198323e-19  1.392815e-15  2.405546e-11  2.224838e-12  3.495783e-08  3.238411e-06  3.433366e-04  4.081829e-03  2.622330e-10  2.746628e-07  6.823761e-12  5.456570e-09  1.848853e-07  8.238634e-17  2.354654e-08  1.234024e-11  1.793975e-06  4.242595e-09  4.041250e-07  1.309028e-11  2.040810e-08  3.408412e-12  6.197668e-27  6.046136e-09  7.783675e-01  4.329306e-15  9.192755e-19  6.326615e-15  1.711179e-13  6.356812e-13  5.380405e-23  1.539099e-14  8.943036e-14  4.632143e-16  9.770276e-18  4.819046e-14  4.393155e-15  3.090858e-17  8.728369e-14  5.055134e-15  1.231545e-19  3.685527e-24  3.918302e-23  1.054227e-16  1.456929e-19  2.975756e-16  2.713742e-16  2.376944e-20  1.569508e-20  5.409016e-17  5.972035e-22  6.923214e-21  7.168561e-16  2.384099e-17  1.411777e-13  5.641559e-15  2.737575e-15  1.494064e-14  1.563815e-15  4.365794e-16  2.822157e-15  2.849577e-15  2.629642e-19  5.096019e-19  8.833618e-18  4.553478e-16  1.910738e-17  6.563973e-16  2.627676e-17  2.659996e-17  2.187436e-19  7.606448e-17  3.316333e-18  3.364521e-18  3.304888e-18  9.424090e-19  1.451457e-18  3.538588e-20  5.453478e-20  2.984197e-25  1.447185e-32  2.989504e-19  4.615391e-19  7.691698e-18  2.538073e-21  2.195207e-25  4.335785e-18  2.101977e-18  5.642608e-20  3.217979e-23  1.712463e-19  1.063474e-17  4.190456e-19  1.000000e+00  
1.000000e+04  8.350000e-03  6.704083e-01  -3.229971e-01  1.679894e+00  5.143000e+02  3.782296e-04  2.701071e-07  8.449715e-06  1.986505e-01  9.857274e-06  1.658076e-02  1.918413e-05  5.139727e-06  6.319189e-23  1.244453e-17  4.729628e-12  3.881875e-13  2.485171e-08  4.021969e-06  2.197140e-04  2.387796e-03  5.657769e-11  2.563839e-07  1.266026e-12  5.559118e-09  1.960908e-07  1.121614e-18  1.961563e-08  1.671672e-12  2.701935e-06  1.483809e-09  6.049575e-07  1.679245e-12  1.531674e-08  2.299381e-12  4.469258e-27  3.672342e-09  7.817323e-01  1.259092e-16  2.646750e-19  3.546698e-15  2.563287e-13  8.836520e-13  2.151605e-24  4.546879e-14  1.463447e-13  5.509476e-16  1.349642e-18  9.477992e-14  8.827264e-15  3.471436e-18  1.032200e-13  1.224274e-14  6.702877e-20  1.797872e-24  3.494790e-24  3.144264e-16  2.287037e-20  3.935308e-16  2.922208e-16  3.273833e-20  1.904296e-21  7.361326e-17  3.357908e-22  8.184105e-22  7.231711e-16  3.163171e-17  1.670920e-13  6.458810e-15  2.607506e-15  9.499730e-15  1.607237e-15  3.338772e-16  1.085393e-14  1.625589e-14  1.013117e-18  2.632191e-20  1.450522e-17  6.499408e-16  2.510806e-17  1.000500e-15  3.452302e-17  3.500887e-17  2.121467e-19  8.207349e-17  3.474713e-18  3.555569e-18  2.804497e-18  9.580267e-19  1.643815e-18  3.593352e-20  5.932660e-20  2.761972e-26  1.626307e-33  3.014681e-19  4.550110e-19  7.782918e-18  3.001042e-21  2.793288e-25  4.770053e-18  2.048675e-18  6.638390e-20  9.786527e-23  1.833378e-19  1.214486e-17  4.626917e-19  1.000000e+00  
