int_time      x             rho           u             G             T             H2            O2            H2O           H             O             OH            HO2           H2O2          N2            sumfracs      
1.000000e+04  1.425000e-02  2.275972e-01  1.687736e+00  2.060004e+00  1.200000e+03  1.473892e-03  3.372032e-01  6.612314e-01  2.104636e-07  3.437148e-07  8.168330e-06  3.947521e-05  4.334012e-05  9.649106e-25  1.000000e+00  
1.000000e+04  1.475000e-02  2.276052e-01  1.647460e+00  2.117236e+00  1.200000e+03  1.397708e-03  3.371788e-01  6.613371e-01  1.955717e-07  3.205619e-07  7.982962e-06  3.776830e-05  4.013433e-05  9.675931e-25  1.000000e+00  
1.000000e+04  1.525000e-02  2.276130e-01  1.601269e+00  2.178246e+00  1.200000e+03  1.324549e-03  3.371557e-01  6.614383e-01  1.815754e-07  2.986982e-07  7.800131e-06  3.610852e-05  3.711192e-05  9.663170e-25  1.000000e+00  
1.000000e+04  1.575000e-02  2.276205e-01  1.548117e+00  2.256414e+00  1.200000e+03  1.253659e-03  3.371333e-01  6.615363e-01  1.683077e-07  2.778760e-07  7.618127e-06  3.448039e-05  3.424131e-05  9.499087e-25  1.000000e+00  
1.000000e+04  1.625000e-02  2.276278e-01  1.488169e+00  2.314122e+00  1.200000e+03  1.184063e-03  3.371106e-01  6.616331e-01  1.555315e-07  2.577278e-07  7.432379e-06  3.285431e-05  3.145497e-05  8.753268e-25  1.000000e+00  
1.000000e+04  1.700000e-02  2.276379e-01  1.380485e+00  2.493246e+00  1.200000e+03  1.079449e-03  3.370709e-01  6.617849e-01  1.365688e-07  2.275998e-07  7.125139e-06  3.025969e-05  2.705188e-05  4.345936e-25  1.000000e+00  
1.000000e+04  1.775000e-02  2.276463e-01  1.244842e+00  2.686969e+00  1.200000e+03  1.003811e-03  3.370486e-01  6.618874e-01  1.237081e-07  2.070894e-07  6.915282e-06  2.852786e-05  2.442625e-05  4.370786e-25  1.000000e+00  
1.000000e+04  1.825000e-02  2.276515e-01  1.135397e+00  2.873569e+00  1.200000e+03  9.465320e-04  3.370248e-01  6.619725e-01  1.139064e-07  1.913283e-07  6.732434e-06  2.704581e-05  2.214686e-05  4.374611e-25  1.000000e+00  
1.000000e+04  1.875000e-02  2.276555e-01  1.001655e+00  3.173011e+00  1.200000e+03  8.944243e-04  3.369973e-01  6.620558e-01  1.049307e-07  1.768066e-07  6.543692e-06  2.564221e-05  1.995408e-05  4.351463e-25  1.000000e+00  
1.000000e+04  1.925000e-02  2.276574e-01  7.764703e-01  4.702617e+00  1.200000e+03  8.510936e-04  3.369651e-01  6.621349e-01  9.718723e-08  1.641695e-07  6.351624e-06  2.436549e-05  1.786367e-05  4.294275e-25  1.000000e+00  
1.000000e+04  1.975000e-02  2.276570e-01  3.128209e-01  7.942450e+00  1.200000e+03  8.236694e-04  3.369343e-01  6.621960e-01  9.186671e-08  1.553983e-07  6.191235e-06  2.341309e-05  1.616297e-05  4.218433e-25  1.000000e+00  
1.000000e+04  2.000000e-02  2.276570e-01  0.000000e+00  7.942450e+00  1.200000e+03  8.236694e-04  3.369343e-01  6.621960e-01  9.186671e-08  1.553983e-07  6.191235e-06  2.341309e-05  1.616297e-05  4.218429e-25  1.000000e+00  
