time          Z             SDR           rho           mu            cp            T             Radiation     H2            O2            H2O           H             O             OH            HO2           H2O2          N2            sumfracs      
1.000000e+03  0.000000e+00  0.000000e+00  1.153241e+00  1.857880e-05  1.012819e+03  3.000000e+02  0.000000e+00  0.000000e+00  2.100000e-01  0.000000e+00  7.114187e-18  6.433606e-18  0.000000e+00  0.000000e+00  0.000000e+00  7.900000e-01  1.000000e+00  
1.000000e+03  3.112975e-04  7.290676e-04  1.025688e+00  2.021708e-05  1.019390e+03  3.366610e+02  0.000000e+00  1.653802e-06  2.074754e-01  2.766065e-03  6.685302e-14  2.860936e-12  2.733629e-07  7.749921e-07  1.715007e-06  7.897541e-01  1.000000e+00  
1.000000e+03  8.506950e-04  4.685690e-03  8.625554e-01  2.280813e-05  1.031636e+03  3.990069e+02  0.000000e+00  4.519616e-06  2.031010e-01  7.558770e-03  4.016505e-12  2.935038e-10  1.514174e-06  2.297235e-06  3.990288e-06  7.893279e-01  1.000000e+00  
1.000000e+03  1.246363e-03  9.442894e-03  7.731140e-01  2.457295e-05  1.041483e+03  4.440890e+02  0.000000e+00  6.622570e-06  1.998919e-01  1.107425e-02  2.616343e-11  3.426834e-09  2.925505e-06  3.611848e-06  5.304475e-06  7.890154e-01  1.000000e+00  
1.000000e+03  1.548885e-03  1.404432e-02  7.166728e-01  2.584088e-05  1.049547e+03  4.781769e+02  0.000000e+00  8.231467e-06  1.974381e-01  1.376202e-02  8.703222e-11  1.829699e-08  4.286780e-06  4.772093e-06  6.165026e-06  7.887764e-01  1.000000e+00  
1.000000e+03  1.791365e-03  1.830428e-02  6.772734e-01  2.682044e-05  1.056350e+03  5.052449e+02  0.000000e+00  9.522126e-06  1.954712e-01  1.591624e-02  2.161783e-10  6.173538e-08  5.571876e-06  5.824525e-06  6.782877e-06  7.885848e-01  1.000000e+00  
1.000000e+03  1.990000e-03  2.215960e-02  6.482229e-01  2.760316e-05  1.062145e+03  5.272482e+02  0.000000e+00  1.058043e-05  1.938597e-01  1.768084e-02  4.459014e-10  1.495934e-07  6.763321e-06  6.777691e-06  7.250497e-06  7.884279e-01  1.000000e+00  
1.000000e+03  2.164100e-03  2.580231e-02  6.248334e-01  2.827122e-05  1.067386e+03  5.464046e+02  0.000000e+00  1.150899e-05  1.924472e-01  1.922740e-02  8.249247e-10  2.986447e-07  7.921042e-06  7.686350e-06  7.635835e-06  7.882904e-01  1.000000e+00  
1.000000e+03  2.326830e-03  2.942499e-02  6.045283e-01  2.888091e-05  1.072415e+03  5.641979e+02  0.000000e+00  1.237797e-05  1.911267e-01  2.067289e-02  1.434446e-09  5.330674e-07  9.109616e-06  8.600957e-06  7.977631e-06  7.881618e-01  1.000000e+00  
1.000000e+03  2.485380e-03  3.315330e-02  5.860483e-01  2.945923e-05  1.077433e+03  5.814276e+02  0.000000e+00  1.322581e-05  1.898400e-01  2.208116e-02  2.400006e-09  8.856308e-07  1.037779e-05  9.554425e-06  8.295273e-06  7.880365e-01  1.000000e+00  
1.000000e+03  2.642910e-03  3.704849e-02  5.688426e-01  3.002941e-05  1.082528e+03  5.984403e+02  0.000000e+00  1.406960e-05  1.885612e-01  2.348029e-02  3.898010e-09  1.394231e-06  1.175775e-05  1.056269e-05  8.597246e-06  7.879121e-01  1.000000e+00  
1.000000e+03  2.800612e-03  4.113543e-02  5.526683e-01  3.059168e-05  1.087730e+03  6.153641e+02  0.000000e+00  1.491596e-05  1.872808e-01  2.488084e-02  6.162093e-09  2.097874e-06  1.327274e-05  1.163105e-05  8.887158e-06  7.877875e-01  1.000000e+00  
1.000000e+03  2.959603e-03  4.544270e-02  5.373326e-01  3.114706e-05  1.093073e+03  6.323160e+02  0.000000e+00  1.577120e-05  1.859897e-01  2.629272e-02  9.507265e-09  3.038162e-06  1.495090e-05  1.276417e-05  9.167961e-06  7.876619e-01  1.000000e+00  
1.000000e+03  3.122298e-03  5.004175e-02  5.225615e-01  3.170405e-05  1.098635e+03  6.495478e+02  0.000000e+00  1.664877e-05  1.846681e-01  2.773735e-02  1.440397e-08  4.270915e-06  1.684299e-05  1.397621e-05  9.444350e-06  7.875334e-01  1.000000e+00  
1.000000e+03  3.292423e-03  5.505486e-02  5.080277e-01  3.227576e-05  1.104542e+03  6.674410e+02  0.000000e+00  1.756944e-05  1.832857e-01  2.924780e-02  2.161190e-08  5.880855e-06  1.903335e-05  1.529241e-05  9.722407e-06  7.873990e-01  1.000000e+00  
1.000000e+03  3.472715e-03  6.059186e-02  4.935551e-01  3.286893e-05  1.110894e+03  6.862620e+02  0.000000e+00  1.854910e-05  1.818202e-01  3.084831e-02  3.227768e-08  7.973198e-06  2.162178e-05  1.673075e-05  1.000570e-05  7.872566e-01  1.000000e+00  
1.000000e+03  3.661668e-03  6.663880e-02  4.793239e-01  3.348396e-05  1.117638e+03  7.058286e+02  0.000000e+00  1.958101e-05  1.802838e-01  3.252543e-02  4.778048e-08  1.062095e-05  2.467069e-05  1.827134e-05  1.029086e-05  7.871073e-01  1.000000e+00  
1.000000e+03  3.853833e-03  7.304081e-02  4.657461e-01  3.409646e-05  1.124572e+03  7.255606e+02  0.000000e+00  2.063690e-05  1.787207e-01  3.423075e-02  6.933853e-08  1.381632e-05  2.817243e-05  1.985416e-05  1.056940e-05  7.869555e-01  1.000000e+00  
1.000000e+03  4.044548e-03  7.964234e-02  4.530837e-01  3.469126e-05  1.131512e+03  7.449774e+02  0.000000e+00  2.169237e-05  1.771687e-01  3.592283e-02  9.793727e-08  1.750956e-05  3.209780e-05  2.142032e-05  1.083529e-05  7.868048e-01  1.000000e+00  
1.000000e+03  4.232883e-03  8.640033e-02  4.413051e-01  3.526677e-05  1.138406e+03  7.639898e+02  0.000000e+00  2.274324e-05  1.756355e-01  3.759340e-02  1.347947e-07  2.168886e-05  3.646692e-05  2.294172e-05  1.108837e-05  7.866560e-01  1.000000e+00  
1.000000e+03  4.420053e-03  9.334848e-02  4.302545e-01  3.582759e-05  1.145280e+03  7.827252e+02  0.000000e+00  2.379747e-05  1.741112e-01  3.925318e-02  1.816496e-07  2.639294e-05  4.135131e-05  2.440900e-05  1.133127e-05  7.865082e-01  1.000000e+00  
1.000000e+03  4.607670e-03  1.005423e-01  4.197800e-01  3.638302e-05  1.152176e+03  8.013460e+02  0.000000e+00  2.486565e-05  1.725826e-01  4.091642e-02  2.407667e-07  3.169050e-05  4.685113e-05  2.581613e-05  1.156689e-05  7.863599e-01  1.000000e+00  
1.000000e+03  4.797960e-03  1.080698e-01  4.097239e-01  3.693754e-05  1.159158e+03  8.200695e+02  0.000000e+00  2.596257e-05  1.710316e-01  4.260277e-02  3.152848e-07  3.769557e-05  5.311296e-05  2.716041e-05  1.179861e-05  7.862096e-01  1.000000e+00  
1.000000e+03  4.993808e-03  1.160573e-01  3.999245e-01  3.749772e-05  1.166312e+03  8.391690e+02  0.000000e+00  2.710802e-05  1.694345e-01  4.433767e-02  4.097607e-07  4.458575e-05  6.035232e-05  2.844009e-05  1.203035e-05  7.860549e-01  1.000000e+00  
1.000000e+03  5.197425e-03  1.246167e-01  3.902822e-01  3.806877e-05  1.173693e+03  8.588428e+02  0.000000e+00  2.831953e-05  1.677733e-01  4.614055e-02  5.300911e-07  5.257013e-05  6.882465e-05  2.964336e-05  1.226501e-05  7.858940e-01  1.000000e+00  
1.000000e+03  5.408700e-03  1.337694e-01  3.808196e-01  3.865039e-05  1.181268e+03  8.790584e+02  0.000000e+00  2.960260e-05  1.660486e-01  4.801021e-02  6.823724e-07  6.181091e-05  7.874454e-05  3.074137e-05  1.250288e-05  7.857271e-01  1.000000e+00  
1.000000e+03  5.624900e-03  1.434180e-01  3.716631e-01  3.923617e-05  1.188903e+03  8.995368e+02  0.000000e+00  3.094769e-05  1.642826e-01  4.992222e-02  8.712675e-07  7.235739e-05  9.021153e-05  3.169665e-05  1.274165e-05  7.855563e-01  1.000000e+00  
1.000000e+03  5.842300e-03  1.534046e-01  3.629505e-01  3.981383e-05  1.196436e+03  9.199172e+02  0.000000e+00  3.233854e-05  1.625057e-01  5.184343e-02  1.099383e-06  8.416043e-05  1.032183e-04  3.248115e-05  1.297833e-05  7.853846e-01  1.000000e+00  
1.000000e+03  6.058575e-03  1.636192e-01  3.547368e-01  4.037839e-05  1.203758e+03  9.399831e+02  0.000000e+00  3.376656e-05  1.607368e-01  5.375311e-02  1.368811e-06  9.717825e-05  1.177627e-04  3.308747e-05  1.321167e-05  7.852137e-01  1.000000e+00  
1.000000e+03  6.273350e-03  1.740355e-01  3.469940e-01  4.092824e-05  1.210835e+03  9.597052e+02  0.000000e+00  3.523550e-05  1.589789e-01  5.564782e-02  1.682907e-06  1.114478e-04  1.339312e-04  3.352311e-05  1.344244e-05  7.850440e-01  1.000000e+00  
1.000000e+03  6.487075e-03  1.846675e-01  3.396683e-01  4.146568e-05  1.217659e+03  9.791298e+02  0.000000e+00  3.675543e-05  1.572282e-01  5.753135e-02  2.046148e-06  1.270549e-04  1.518721e-04  3.380086e-05  1.367212e-05  7.848752e-01  1.000000e+00  
1.000000e+03  6.700225e-03  1.955327e-01  3.327121e-01  4.199455e-05  1.224224e+03  9.983039e+02  0.000000e+00  3.833786e-05  1.554810e-01  5.940771e-02  2.463445e-06  1.440934e-04  1.717522e-04  3.393472e-05  1.390200e-05  7.847068e-01  1.000000e+00  
1.000000e+03  6.913125e-03  2.066433e-01  3.260885e-01  4.251369e-05  1.230520e+03  1.017259e+03  0.000000e+00  3.999455e-05  1.537344e-01  6.127956e-02  2.939787e-06  1.626494e-04  1.937400e-04  3.393927e-05  1.413300e-05  7.845386e-01  1.000000e+00  
1.000000e+03  7.126000e-03  2.180078e-01  3.197681e-01  4.302411e-05  1.236745e+03  1.036017e+03  0.000000e+00  4.173789e-05  1.519867e-01  6.314867e-02  3.480241e-06  1.828008e-04  2.180056e-04  3.382944e-05  1.436566e-05  7.843705e-01  1.000000e+00  
1.000000e+03  7.338925e-03  2.296274e-01  3.137294e-01  4.352692e-05  1.242912e+03  1.054582e+03  0.000000e+00  4.358035e-05  1.502371e-01  6.501546e-02  4.089682e-06  2.046084e-04  2.447088e-04  3.362030e-05  1.460011e-05  7.842022e-01  1.000000e+00  
1.000000e+03  7.552000e-03  2.415054e-01  3.079522e-01  4.402149e-05  1.249025e+03  1.072961e+03  0.000000e+00  4.553581e-05  1.484849e-01  6.688056e-02  4.773127e-06  2.281290e-04  2.740141e-04  3.332654e-05  1.483619e-05  7.840339e-01  1.000000e+00  
1.000000e+03  7.765425e-03  2.536513e-01  3.024157e-01  4.450875e-05  1.255092e+03  1.091169e+03  0.000000e+00  4.762053e-05  1.467285e-01  6.874547e-02  5.536116e-06  2.534262e-04  3.061045e-04  3.296189e-05  1.507357e-05  7.838653e-01  1.000000e+00  
1.000000e+03  7.979400e-03  2.660755e-01  2.971013e-01  4.498877e-05  1.261118e+03  1.109221e+03  0.000000e+00  4.985241e-05  1.449663e-01  7.061165e-02  6.384498e-06  2.805609e-04  3.411693e-04  3.253886e-05  1.531160e-05  7.836963e-01  1.000000e+00  
1.000000e+03  8.194225e-03  2.787954e-01  2.919898e-01  4.546210e-05  1.267114e+03  1.127138e+03  0.000000e+00  5.225225e-05  1.431958e-01  7.248143e-02  7.324914e-06  3.096056e-04  3.794223e-04  3.206844e-05  1.554942e-05  7.835266e-01  1.000000e+00  
1.000000e+03  8.410225e-03  2.918314e-01  2.870633e-01  4.592932e-05  1.273088e+03  1.144945e+03  0.000000e+00  5.484348e-05  1.414145e-01  7.435732e-02  8.364751e-06  3.406385e-04  4.210948e-04  3.156015e-05  1.578587e-05  7.833559e-01  1.000000e+00  
1.000000e+03  8.627725e-03  3.052052e-01  2.823061e-01  4.639189e-05  1.279050e+03  1.162661e+03  0.000000e+00  5.765206e-05  1.396198e-01  7.624177e-02  9.512075e-06  3.737395e-04  4.664308e-04  3.102214e-05  1.601947e-05  7.831841e-01  1.000000e+00  
1.000000e+03  8.847100e-03  3.189432e-01  2.777030e-01  4.685219e-05  1.285010e+03  1.180312e+03  0.000000e+00  6.070758e-05  1.378087e-01  7.813766e-02  1.077607e-05  4.089998e-04  5.157002e-04  3.046119e-05  1.624845e-05  7.830108e-01  1.000000e+00  
1.000000e+03  9.068600e-03  3.330657e-01  2.732429e-01  4.731062e-05  1.290975e+03  1.197911e+03  0.000000e+00  6.404113e-05  1.359793e-01  8.004671e-02  1.216612e-05  4.464936e-04  5.691593e-04  2.988327e-05  1.647056e-05  7.828358e-01  1.000000e+00  
1.000000e+03  9.292600e-03  3.476019e-01  2.689135e-01  4.776604e-05  1.296955e+03  1.215480e+03  0.000000e+00  6.768887e-05  1.341287e-01  8.197171e-02  1.369328e-05  4.863164e-04  6.271037e-04  2.929302e-05  1.668338e-05  7.826588e-01  1.000000e+00  
1.000000e+03  9.519650e-03  3.625948e-01  2.647006e-01  4.821927e-05  1.302963e+03  1.233052e+03  0.000000e+00  7.169445e-05  1.322525e-01  8.391686e-02  1.537121e-05  5.286025e-04  6.898978e-04  2.869373e-05  1.688428e-05  7.824795e-01  1.000000e+00  
1.000000e+03  9.750025e-03  3.780708e-01  2.605966e-01  4.867053e-05  1.309005e+03  1.250638e+03  0.000000e+00  7.610187e-05  1.303488e-01  8.588395e-02  1.721318e-05  5.734413e-04  7.578538e-04  2.808872e-05  1.707011e-05  7.822975e-01  1.000000e+00  
1.000000e+03  9.984125e-03  3.940667e-01  2.565925e-01  4.912022e-05  1.315092e+03  1.268257e+03  0.000000e+00  8.096198e-05  1.284145e-01  8.787576e-02  1.923469e-05  6.209454e-04  8.313277e-04  2.748028e-05  1.723754e-05  7.821125e-01  1.000000e+00  
1.000000e+03  1.022202e-02  4.105979e-01  2.526858e-01  4.956807e-05  1.321223e+03  1.285901e+03  0.000000e+00  8.632478e-05  1.264494e-01  8.989226e-02  2.145022e-05  6.711646e-04  9.105911e-04  2.687108e-05  1.738283e-05  7.819246e-01  1.000000e+00  
1.000000e+03  1.046390e-02  4.276877e-01  2.488723e-01  5.001452e-05  1.327402e+03  1.303570e+03  0.000000e+00  9.224547e-05  1.244523e-01  9.193421e-02  2.387582e-05  7.241561e-04  9.959286e-04  2.626295e-05  1.750238e-05  7.817335e-01  1.000000e+00  
1.000000e+03  1.071125e-02  4.454560e-01  2.451287e-01  5.046150e-05  1.333665e+03  1.321359e+03  0.000000e+00  9.882097e-05  1.224114e-01  9.401345e-02  2.654377e-05  7.802775e-04  1.088129e-03  2.565410e-05  1.759307e-05  7.815381e-01  1.000000e+00  
1.000000e+03  1.096405e-02  4.639177e-01  2.414568e-01  5.090823e-05  1.340010e+03  1.339244e+03  0.000000e+00  1.061233e-04  1.203275e-01  9.612877e-02  2.947503e-05  8.395655e-04  1.187495e-03  2.504643e-05  1.765086e-05  7.813384e-01  1.000000e+00  
1.000000e+03  1.122210e-02  4.830745e-01  2.378605e-01  5.135378e-05  1.346429e+03  1.357195e+03  0.000000e+00  1.142193e-04  1.182027e-01  9.827754e-02  3.268802e-05  9.019811e-04  1.294188e-03  2.444174e-05  1.767239e-05  7.811345e-01  1.000000e+00  
1.000000e+03  1.148735e-02  5.030910e-01  2.343148e-01  5.180273e-05  1.352967e+03  1.375326e+03  0.000000e+00  1.232575e-04  1.160219e-01  1.004748e-01  3.623229e-05  9.680112e-04  1.409299e-03  2.383672e-05  1.765466e-05  7.809250e-01  1.000000e+00  
1.000000e+03  1.175925e-02  5.239482e-01  2.308302e-01  5.225354e-05  1.359609e+03  1.393571e+03  0.000000e+00  1.333235e-04  1.137903e-01  1.027147e-01  4.013104e-05  1.037538e-03  1.532916e-03  2.323391e-05  1.759476e-05  7.807102e-01  1.000000e+00  
1.000000e+03  1.203740e-02  5.456362e-01  2.274137e-01  5.270344e-05  1.366342e+03  1.411883e+03  0.000000e+00  1.445024e-04  1.115124e-01  1.049927e-01  4.440703e-05  1.110424e-03  1.665059e-03  2.263491e-05  1.749142e-05  7.804905e-01  1.000000e+00  
1.000000e+03  1.232447e-02  5.683892e-01  2.240356e-01  5.315591e-05  1.373227e+03  1.430408e+03  0.000000e+00  1.570249e-04  1.091672e-01  1.073290e-01  4.913705e-05  1.187339e-03  1.807257e-03  2.203483e-05  1.734268e-05  7.802637e-01  1.000000e+00  
1.000000e+03  1.261900e-02  5.921185e-01  2.207177e-01  5.361335e-05  1.380225e+03  1.449020e+03  0.000000e+00  1.709753e-04  1.067683e-01  1.097099e-01  5.433982e-05  1.267846e-03  1.959060e-03  2.143778e-05  1.714901e-05  7.800310e-01  1.000000e+00  
1.000000e+03  1.291860e-02  6.166535e-01  2.174868e-01  5.406701e-05  1.387278e+03  1.467544e+03  0.000000e+00  1.863636e-04  1.043365e-01  1.121146e-01  6.000760e-05  1.351165e-03  2.119281e-03  2.084870e-05  1.691424e-05  7.797943e-01  1.000000e+00  
1.000000e+03  1.322645e-02  6.422767e-01  2.143096e-01  5.452091e-05  1.394456e+03  1.486155e+03  0.000000e+00  2.034919e-04  1.018474e-01  1.145672e-01  6.623903e-05  1.438025e-03  2.289629e-03  2.026155e-05  1.663898e-05  7.795511e-01  1.000000e+00  
1.000000e+03  1.354243e-02  6.690066e-01  2.111905e-01  5.497394e-05  1.401755e+03  1.504809e+03  0.000000e+00  2.225397e-04  9.930414e-02  1.170644e-01  7.308406e-05  1.528230e-03  2.470118e-03  1.967724e-05  1.632665e-05  7.793015e-01  1.000000e+00  
1.000000e+03  1.386185e-02  6.964672e-01  2.081750e-01  5.541922e-05  1.409064e+03  1.523208e+03  0.000000e+00  2.433767e-04  9.674616e-02  1.195677e-01  8.048194e-05  1.620202e-03  2.657904e-03  1.910433e-05  1.598695e-05  7.790491e-01  1.000000e+00  
1.000000e+03  1.418440e-02  7.246392e-01  2.052618e-01  5.585577e-05  1.416375e+03  1.541326e+03  0.000000e+00  2.660968e-04  9.417768e-02  1.220733e-01  8.845365e-05  1.713551e-03  2.852414e-03  1.854272e-05  1.562611e-05  7.787943e-01  1.000000e+00  
1.000000e+03  1.451167e-02  7.536742e-01  2.024336e-01  5.628541e-05  1.423725e+03  1.559237e+03  0.000000e+00  2.909568e-04  9.158789e-02  1.245924e-01  9.707479e-05  1.808425e-03  3.054239e-03  1.798924e-05  1.524789e-05  7.785358e-01  1.000000e+00  
1.000000e+03  1.484217e-02  7.834508e-01  1.997007e-01  5.670765e-05  1.431078e+03  1.576845e+03  0.000000e+00  3.179955e-04  8.899070e-02  1.271119e-01  1.063430e-04  1.904045e-03  3.262008e-03  1.744608e-05  1.485925e-05  7.782747e-01  1.000000e+00  
1.000000e+03  1.517372e-02  8.137772e-01  1.970762e-01  5.711826e-05  1.438388e+03  1.594030e+03  0.000000e+00  3.471550e-04  8.640501e-02  1.296143e-01  1.162231e-04  1.999413e-03  3.473780e-03  1.691610e-05  1.446753e-05  7.780128e-01  1.000000e+00  
1.000000e+03  1.550610e-02  8.446319e-01  1.945562e-01  5.751693e-05  1.445650e+03  1.610780e+03  0.000000e+00  3.785161e-04  8.383420e-02  1.320970e-01  1.267275e-04  2.094092e-03  3.688762e-03  1.639878e-05  1.407698e-05  7.777502e-01  1.000000e+00  
1.000000e+03  1.583972e-02  8.760541e-01  1.921324e-01  5.790421e-05  1.452875e+03  1.627117e+03  0.000000e+00  4.122287e-04  8.127671e-02  1.345626e-01  1.378892e-04  2.187818e-03  3.906561e-03  1.589273e-05  1.369030e-05  7.774866e-01  1.000000e+00  
1.000000e+03  1.617415e-02  9.080011e-01  1.898032e-01  5.827962e-05  1.460054e+03  1.643018e+03  0.000000e+00  4.483605e-04  7.873774e-02  1.370068e-01  1.497121e-04  2.280075e-03  4.126185e-03  1.539795e-05  1.331041e-05  7.772224e-01  1.000000e+00  
1.000000e+03  1.650890e-02  9.404252e-01  1.875669e-01  5.864277e-05  1.467179e+03  1.658465e+03  0.000000e+00  4.869629e-04  7.622256e-02  1.394255e-01  1.621934e-04  2.370346e-03  4.346602e-03  1.491444e-05  1.293954e-05  7.769580e-01  1.000000e+00  
1.000000e+03  1.684508e-02  9.734322e-01  1.854118e-01  5.899493e-05  1.474274e+03  1.673509e+03  0.000000e+00  5.282722e-04  7.372462e-02  1.418260e-01  1.753878e-04  2.458539e-03  4.567799e-03  1.443997e-05  1.257759e-05  7.766924e-01  1.000000e+00  
1.000000e+03  1.718467e-02  1.007224e+00  1.833222e-01  5.933814e-05  1.481381e+03  1.688236e+03  0.000000e+00  5.726883e-04  7.123124e-02  1.442213e-01  1.893965e-04  2.544748e-03  4.790328e-03  1.397131e-05  1.222321e-05  7.764241e-01  1.000000e+00  
1.000000e+03  1.752745e-02  1.041783e+00  1.812978e-01  5.967193e-05  1.488495e+03  1.702624e+03  0.000000e+00  6.203675e-04  6.874685e-02  1.466082e-01  2.042372e-04  2.628439e-03  5.013208e-03  1.350862e-05  1.187724e-05  7.761533e-01  1.000000e+00  
1.000000e+03  1.787122e-02  1.076896e+00  1.793484e-01  5.999416e-05  1.495572e+03  1.716580e+03  0.000000e+00  6.711649e-04  6.628941e-02  1.489704e-01  2.198329e-04  2.708641e-03  5.234198e-03  1.305447e-05  1.154198e-05  7.758817e-01  1.000000e+00  
1.000000e+03  1.821680e-02  1.112644e+00  1.774662e-01  6.030938e-05  1.502628e+03  1.730138e+03  0.000000e+00  7.253310e-04  6.385512e-02  1.513126e-01  2.362272e-04  2.785140e-03  5.453001e-03  1.260737e-05  1.121638e-05  7.756087e-01  1.000000e+00  
1.000000e+03  1.856995e-02  1.149639e+00  1.756187e-01  6.061949e-05  1.509780e+03  1.743513e+03  0.000000e+00  7.840025e-04  6.140628e-02  1.536722e-01  2.537204e-04  2.858692e-03  5.672333e-03  1.215975e-05  1.089492e-05  7.753297e-01  1.000000e+00  
1.000000e+03  1.893497e-02  1.188366e+00  1.737859e-01  6.092736e-05  1.517113e+03  1.756833e+03  0.000000e+00  8.483150e-04  5.891830e-02  1.560741e-01  2.725872e-04  2.929410e-03  5.893610e-03  1.170670e-05  1.057402e-05  7.750414e-01  1.000000e+00  
1.000000e+03  1.930827e-02  1.228478e+00  1.719884e-01  6.123031e-05  1.524550e+03  1.769927e+03  0.000000e+00  9.181029e-04  5.642144e-02  1.584908e-01  2.927037e-04  2.995740e-03  6.113227e-03  1.125325e-05  1.025707e-05  7.747465e-01  1.000000e+00  
1.000000e+03  1.968375e-02  1.269337e+00  1.702548e-01  6.152187e-05  1.531967e+03  1.782570e+03  0.000000e+00  9.925318e-04  5.396028e-02  1.608805e-01  3.137609e-04  3.055983e-03  6.326396e-03  1.080687e-05  9.948798e-06  7.744498e-01  1.000000e+00  
1.000000e+03  2.006673e-02  1.311536e+00  1.685588e-01  6.180605e-05  1.539472e+03  1.794935e+03  0.000000e+00  1.072920e-03  5.150307e-02  1.632752e-01  3.360607e-04  3.110466e-03  6.535020e-03  1.036112e-05  9.644199e-06  7.741473e-01  1.000000e+00  
1.000000e+03  2.047300e-02  1.356875e+00  1.668352e-01  6.209320e-05  1.547367e+03  1.807478e+03  0.000000e+00  1.163304e-03  4.895693e-02  1.657677e-01  3.605980e-04  3.160241e-03  6.745631e-03  9.898630e-06  9.330922e-06  7.738263e-01  1.000000e+00  
1.000000e+03  2.090427e-02  1.405643e+00  1.650870e-01  6.238194e-05  1.555673e+03  1.820145e+03  0.000000e+00  1.265318e-03  4.632581e-02  1.683579e-01  3.876170e-04  3.203544e-03  6.955772e-03  9.419674e-06  9.008515e-06  7.734856e-01  1.000000e+00  
1.000000e+03  2.134553e-02  1.456212e+00  1.633806e-01  6.266053e-05  1.564095e+03  1.832428e+03  0.000000e+00  1.376410e-03  4.371280e-02  1.709473e-01  4.162454e-04  3.237339e-03  7.155226e-03  8.942376e-06  8.688264e-06  7.731370e-01  1.000000e+00  
1.000000e+03  2.179867e-02  1.508845e+00  1.617086e-01  6.292967e-05  1.572665e+03  1.844358e+03  0.000000e+00  1.497685e-03  4.111308e-02  1.735430e-01  4.465942e-04  3.260919e-03  7.342871e-03  8.465073e-06  8.368170e-06  7.727790e-01  1.000000e+00  
1.000000e+03  2.228830e-02  1.566504e+00  1.599883e-01  6.320168e-05  1.581840e+03  1.856491e+03  0.000000e+00  1.637181e-03  3.840163e-02  1.762741e-01  4.803725e-04  3.273577e-03  7.524895e-03  7.964026e-06  8.031103e-06  7.723922e-01  1.000000e+00  
1.000000e+03  2.282075e-02  1.630124e+00  1.582146e-01  6.347539e-05  1.591717e+03  1.868793e+03  0.000000e+00  1.799462e-03  3.557330e-02  1.791540e-01  5.181623e-04  3.271850e-03  7.696472e-03  7.437421e-06  7.673697e-06  7.719716e-01  1.000000e+00  
1.000000e+03  2.337925e-02  1.697872e+00  1.564559e-01  6.373849e-05  1.601966e+03  1.880727e+03  0.000000e+00  1.982014e-03  3.274415e-02  1.820721e-01  5.587998e-04  3.252803e-03  7.845525e-03  6.905835e-06  7.307661e-06  7.715304e-01  1.000000e+00  
1.000000e+03  2.397175e-02  1.770864e+00  1.546948e-01  6.399214e-05  1.612723e+03  1.892360e+03  0.000000e+00  2.189726e-03  2.989598e-02  1.850532e-01  6.027624e-04  3.214095e-03  7.968599e-03  6.364751e-06  6.927981e-06  7.710623e-01  1.000000e+00  
1.000000e+03  2.462430e-02  1.852570e+00  1.528720e-01  6.424203e-05  1.624434e+03  1.903979e+03  0.000000e+00  2.436012e-03  2.694518e-02  1.881966e-01  6.518648e-04  3.150165e-03  8.061103e-03  5.797076e-06  6.519016e-06  7.705468e-01  1.000000e+00  
1.000000e+03  2.533528e-02  1.943136e+00  1.510165e-01  6.448001e-05  1.637033e+03  1.915250e+03  0.000000e+00  2.726418e-03  2.395683e-02  1.914489e-01  7.057039e-04  3.056444e-03  8.109281e-03  5.213943e-06  6.083498e-06  7.699851e-01  1.000000e+00  
1.000000e+03  2.610445e-02  2.042901e+00  1.491489e-01  6.469961e-05  1.650483e+03  1.925911e+03  0.000000e+00  3.067153e-03  2.098580e-02  1.947646e-01  7.636681e-04  2.929974e-03  8.101095e-03  4.624670e-06  5.623952e-06  7.693775e-01  1.000000e+00  
1.000000e+03  2.694960e-02  2.154620e+00  1.472506e-01  6.489774e-05  1.665053e+03  1.935875e+03  0.000000e+00  3.474605e-03  1.803236e-02  1.981606e-01  8.261042e-04  2.765326e-03  8.022054e-03  4.028217e-06  5.133609e-06  7.687098e-01  1.000000e+00  
1.000000e+03  2.787853e-02  2.279903e+00  1.453339e-01  6.506635e-05  1.680821e+03  1.944830e+03  0.000000e+00  3.963737e-03  1.515361e-02  2.015907e-01  8.919786e-04  2.560056e-03  7.855861e-03  3.435226e-06  4.614340e-06  7.679760e-01  1.000000e+00  
1.000000e+03  2.890310e-02  2.421044e+00  1.434053e-01  6.519716e-05  1.697926e+03  1.952460e+03  0.000000e+00  4.554139e-03  1.240295e-02  2.050081e-01  9.597269e-04  2.314200e-03  7.587394e-03  2.856308e-06  4.069609e-06  7.671665e-01  1.000000e+00  
1.000000e+03  3.003263e-02  2.580158e+00  1.414819e-01  6.527965e-05  1.716448e+03  1.958343e+03  0.000000e+00  5.267473e-03  9.854524e-03  2.083332e-01  1.026547e-03  2.032816e-03  7.205386e-03  2.307614e-06  3.509317e-06  7.662742e-01  1.000000e+00  
1.000000e+03  3.126437e-02  2.757773e+00  1.395988e-01  6.530291e-05  1.736264e+03  1.962029e+03  0.000000e+00  6.118415e-03  7.596887e-03  2.114472e-01  1.088112e-03  1.729970e-03  6.713462e-03  1.809955e-06  2.954235e-06  7.653011e-01  1.000000e+00  
1.000000e+03  3.259988e-02  2.955055e+00  1.377775e-01  6.525898e-05  1.757327e+03  1.963179e+03  0.000000e+00  7.122375e-03  5.680617e-03  2.142558e-01  1.140143e-03  1.423295e-03  6.127919e-03  1.377451e-06  2.425519e-06  7.642461e-01  1.000000e+00  
