time          pre           rho           T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      
8.079322e+001  1.412236e+004  1.926036e-002  1.500000e+003  4.265299e-001  4.084022e-005  1.082469e-011  5.178715e-013  2.047114e-007  7.508428e-002  3.230848e-016  5.182373e-015  9.592400e-014  1.175877e-012  2.735714e-009  5.043556e-011  2.645351e-005  1.366652e-002  4.320714e-001  2.965779e-002  2.361093e-009  4.813398e-008  2.046079e-011  3.321258e-013  4.385661e-009  3.262613e-009  1.807951e-002  8.067970e-008  1.839457e-004  2.347576e-009  7.111862e-007  3.913997e-009  5.535613e-006  2.367236e-007  0.000000e+000  1.214614e-011  0.000000e+000  7.656697e-010  3.913713e-007  6.765223e-006  3.015780e-007  2.440839e-006  1.265586e-011  1.313955e-004  1.004225e-007  9.676808e-010  6.110833e-008  5.923893e-006  3.710136e-012  2.767050e-011  9.444520e-009  7.462551e-009  2.157473e-009  4.711055e-008  1.232318e-013  7.974291e-007  2.742326e-010  1.451992e-007  9.994780e-007  1.259689e-012  6.762337e-013  1.308608e-009  5.396496e-015  1.501054e-015  1.516568e-010  2.026231e-012  1.263600e-003  6.840953e-007  5.663649e-010  2.165372e-007  4.775014e-005  8.916407e-005  3.430178e-017  3.109810e-011  1.352223e-008  8.880893e-011  1.361983e-010  3.607648e-007  5.567841e-011  3.146951e-005  2.924990e-009  3.610242e-009  1.032215e-007  2.231379e-004  4.944125e-008  6.838443e-008  1.410551e-007  1.870521e-006  3.335545e-006  1.059784e-010  1.796415e-010  2.278435e-012  1.178083e-012  1.612464e-008  2.013194e-008  1.312530e-004  8.925081e-008  3.245586e-014  2.185003e-003  9.926906e-007  2.685884e-010  9.095828e-015  7.170778e-007  5.226681e-004  4.156070e-007  1.000000e+000  
8.238228e+001  1.413661e+004  1.926036e-002  1.500000e+003  4.271438e-001  4.086977e-005  1.074539e-011  5.099790e-013  2.029727e-007  7.449695e-002  3.179862e-016  5.094750e-015  9.436999e-014  1.157262e-012  2.693211e-009  4.975505e-011  2.612887e-005  1.350840e-002  4.325768e-001  2.941317e-002  2.363870e-009  4.723485e-008  2.005161e-011  3.252174e-013  4.290689e-009  3.247962e-009  1.801178e-002  8.038309e-008  1.832993e-004  2.315427e-009  6.941068e-007  3.821133e-009  5.404649e-006  2.336641e-007  0.000000e+000  1.186738e-011  0.000000e+000  7.467440e-010  3.905356e-007  6.684047e-006  2.966494e-007  2.405077e-006  1.252119e-011  1.301993e-004  9.858760e-008  9.581061e-010  6.059133e-008  5.872193e-006  3.670497e-012  2.736192e-011  9.336980e-009  7.281663e-009  2.103291e-009  4.595401e-008  1.209347e-013  7.831214e-007  2.686670e-010  1.422412e-007  9.772013e-007  1.232388e-012  6.621330e-013  1.282214e-009  5.287015e-015  1.471220e-015  1.485808e-010  1.987389e-012  1.237076e-003  6.692563e-007  5.498015e-010  2.101985e-007  4.677292e-005  8.727647e-005  3.380648e-017  3.018377e-011  1.312353e-008  8.655000e-011  1.327381e-010  3.517679e-007  5.424689e-011  3.064829e-005  2.846369e-009  3.513522e-009  9.991269e-008  2.162208e-004  4.788221e-008  6.620613e-008  1.365460e-007  1.804938e-006  3.224451e-006  1.022065e-010  1.735549e-010  2.207994e-012  1.132348e-012  1.598687e-008  1.996101e-008  1.302246e-004  8.811295e-008  3.209876e-014  2.180884e-003  9.502400e-007  2.571468e-010  8.712269e-015  7.152148e-007  5.061425e-004  4.021793e-007  1.000000e+000  
8.397134e+001  1.415051e+004  1.926036e-002  1.500000e+003  4.277414e-001  4.089850e-005  1.066829e-011  5.023652e-013  2.012811e-007  7.392474e-002  3.130586e-016  5.010218e-015  9.287484e-014  1.139344e-012  2.652312e-009  4.909782e-011  2.581454e-005  1.335512e-002  4.330695e-001  2.917517e-002  2.366592e-009  4.637345e-008  1.965833e-011  3.185841e-013  4.199603e-009  3.233524e-009  1.794475e-002  8.009001e-008  1.826616e-004  2.284534e-009  6.777803e-007  3.732366e-009  5.279475e-006  2.306916e-007  0.000000e+000  1.160068e-011  0.000000e+000  7.285911e-010  3.897025e-007  6.605098e-006  2.918842e-007  2.370429e-006  1.238962e-011  1.290263e-004  9.681318e-008  9.487356e-010  6.008336e-008  5.821473e-006  3.631785e-012  2.706165e-011  9.232501e-009  7.108274e-009  2.051427e-009  4.484605e-008  1.187093e-013  7.692425e-007  2.632765e-010  1.393756e-007  9.556669e-007  1.205965e-012  6.484800e-013  1.256625e-009  5.180780e-015  1.442282e-015  1.455961e-010  1.949663e-012  1.211373e-003  6.548951e-007  5.339257e-010  2.041225e-007  4.582420e-005  8.544639e-005  3.332785e-017  2.930700e-011  1.274126e-008  8.437096e-011  1.294000e-010  3.430828e-007  5.286682e-011  2.985699e-005  2.770715e-009  3.420434e-009  9.675133e-008  2.096035e-004  4.639196e-008  6.412485e-008  1.322365e-007  1.742470e-006  3.118617e-006  9.861721e-011  1.677620e-010  2.140452e-012  1.088996e-012  1.585290e-008  1.979474e-008  1.292231e-004  8.700756e-008  3.175097e-014  2.176632e-003  9.100394e-007  2.463170e-010  8.348695e-015  7.133247e-007  4.903143e-004  3.893320e-007  1.000000e+000  
8.640626e+001  1.417114e+004  1.926036e-002  1.500000e+003  4.286270e-001  4.094111e-005  1.055421e-011  4.912114e-013  1.987758e-007  7.307574e-002  3.058196e-016  4.886318e-015  9.069108e-014  1.113163e-012  2.592567e-009  4.813347e-011  2.535189e-005  1.312918e-002  4.338008e-001  2.882265e-002  2.370664e-009  4.512186e-008  1.908461e-011  3.089194e-013  4.067079e-009  3.211781e-009  1.784324e-002  7.964719e-008  1.816992e-004  2.239473e-009  6.541259e-007  3.603726e-009  5.098109e-006  2.262952e-007  0.000000e+000  1.121382e-011  0.000000e+000  7.021727e-010  3.884341e-007  6.488222e-006  2.848808e-007  2.319375e-006  1.219362e-011  1.272704e-004  9.420352e-008  9.347470e-010  5.932117e-008  5.745513e-006  3.574156e-012  2.661656e-011  9.077916e-009  6.856175e-009  1.976119e-009  4.323572e-008  1.154302e-013  7.487596e-007  2.553398e-010  1.351553e-007  9.240413e-007  1.167106e-012  6.283871e-013  1.218910e-009  5.024043e-015  1.399605e-015  1.411924e-010  1.893934e-012  1.173512e-003  6.337740e-007  5.108517e-010  1.952913e-007  4.442369e-005  8.274922e-005  3.262465e-017  2.803203e-011  1.218546e-008  8.117873e-011  1.245095e-010  3.303481e-007  5.084656e-011  2.869934e-005  2.660212e-009  3.284437e-009  9.217490e-008  2.000098e-004  4.423353e-008  6.111197e-008  1.259955e-007  1.652384e-006  2.965952e-006  9.344678e-011  1.594151e-010  2.042250e-012  1.026837e-012  1.565472e-008  1.954870e-008  1.277388e-004  8.537341e-008  3.123519e-014  2.169883e-003  8.524982e-007  2.308245e-010  7.827672e-015  7.103835e-007  4.673329e-004  3.707024e-007  1.000000e+000  
8.884119e+001  1.419100e+004  1.926036e-002  1.500000e+003  4.294784e-001  4.098203e-005  1.044475e-011  4.806364e-013  1.963689e-007  7.225842e-002  2.989315e-016  4.768744e-015  8.862793e-014  1.088414e-012  2.536114e-009  4.721753e-011  2.491092e-005  1.291347e-002  4.345054e-001  2.848395e-002  2.374619e-009  4.394669e-008  1.854340e-011  2.998156e-013  3.942449e-009  3.190451e-009  1.774300e-002  7.921093e-008  1.807526e-004  2.196958e-009  6.319950e-007  3.483298e-009  4.928370e-006  2.220768e-007  0.000000e+000  1.085128e-011  0.000000e+000  6.773165e-010  3.871633e-007  6.376001e-006  2.782141e-007  2.270626e-006  1.200386e-011  1.255607e-004  9.171614e-008  9.211718e-010  5.857684e-008  5.671504e-006  3.518428e-012  2.618820e-011  8.929468e-009  6.619301e-009  1.905437e-009  4.172258e-008  1.122990e-013  7.291643e-007  2.477723e-010  1.311306e-007  8.939847e-007  1.130114e-012  6.092421e-013  1.182910e-009  4.874294e-015  1.358840e-015  1.369850e-010  1.840602e-012  1.137407e-003  6.136682e-007  4.891900e-010  1.870002e-007  4.308478e-005  8.017555e-005  3.195519e-017  2.683443e-011  1.166349e-008  7.815352e-011  1.198743e-010  3.182668e-007  4.893363e-011  2.760398e-005  2.555855e-009  3.155969e-009  8.789890e-008  1.910310e-004  4.221575e-008  5.829714e-008  1.201613e-007  1.568586e-006  2.823899e-006  8.864380e-011  1.516587e-010  1.950032e-012  9.694096e-013  1.546473e-008  1.931274e-008  1.263129e-004  8.380708e-008  3.073899e-014  2.162885e-003  7.994718e-007  2.165574e-010  7.346878e-015  7.073951e-007  4.457861e-004  3.532620e-007  1.000000e+000  
9.127611e+001  1.421016e+004  1.926036e-002  1.500000e+003  4.302977e-001  4.102122e-005  1.033957e-011  4.705952e-013  1.940533e-007  7.147072e-002  2.923670e-016  4.656989e-015  8.667559e-014  1.064983e-012  2.482689e-009  4.634644e-011  2.449018e-005  1.270735e-002  4.351850e-001  2.815814e-002  2.378453e-009  4.284136e-008  1.803208e-011  2.912267e-013  3.825048e-009  3.169483e-009  1.764388e-002  7.878016e-008  1.798197e-004  2.156770e-009  6.112562e-007  3.370339e-009  4.769213e-006  2.180227e-007  0.000000e+000  1.051092e-011  0.000000e+000  6.538870e-010  3.858748e-007  6.268116e-006  2.718588e-007  2.224016e-006  1.181982e-011  1.238929e-004  8.934066e-008  9.079750e-010  5.784864e-008  5.599273e-006  3.464451e-012  2.577512e-011  8.786617e-009  6.396380e-009  1.838950e-009  4.029766e-008  1.093048e-013  7.103931e-007  2.405511e-010  1.272896e-007  8.654001e-007  1.094880e-012  5.909879e-013  1.148528e-009  4.731171e-015  1.319881e-015  1.329637e-010  1.789541e-012  1.102960e-003  5.945185e-007  4.688313e-010  1.792075e-007  4.180443e-005  7.771879e-005  3.131656e-017  2.570834e-011  1.117277e-008  7.528414e-011  1.154776e-010  3.067958e-007  4.712070e-011  2.656657e-005  2.457200e-009  3.034487e-009  8.389883e-008  1.826193e-004  4.032758e-008  5.566462e-008  1.147008e-007  1.490529e-006  2.691530e-006  8.417583e-011  1.444405e-010  1.863365e-012  9.162538e-013  1.528246e-008  1.908627e-008  1.249426e-004  8.230395e-008  3.026105e-014  2.155668e-003  7.505459e-007  2.034030e-010  6.902737e-015  7.043659e-007  4.255650e-004  3.369189e-007  1.000000e+000  
9.371103e+001  1.422864e+004  1.926036e-002  1.500000e+003  4.310870e-001  4.105890e-005  1.023843e-011  4.610530e-013  1.918235e-007  7.071078e-002  2.861027e-016  4.550624e-015  8.482595e-014  1.042774e-012  2.432071e-009  4.551724e-011  2.408843e-005  1.251024e-002  4.358414e-001  2.784440e-002  2.382180e-009  4.180025e-008  1.754840e-011  2.831128e-013  3.714306e-009  3.148849e-009  1.754574e-002  7.835440e-008  1.788986e-004  2.118724e-009  5.917953e-007  3.264208e-009  4.619738e-006  2.141212e-007  0.000000e+000  1.019087e-011  0.000000e+000  6.317716e-010  3.845749e-007  6.164299e-006  2.657932e-007  2.179402e-006  1.164110e-011  1.222639e-004  8.706858e-008  8.951304e-010  5.713535e-008  5.528680e-006  3.412109e-012  2.537611e-011  8.648907e-009  6.186302e-009  1.776299e-009  3.895351e-008  1.064383e-013  6.923916e-007  2.336553e-010  1.236216e-007  8.381983e-007  1.061303e-012  5.735717e-013  1.115672e-009  4.594331e-015  1.282627e-015  1.291188e-010  1.740632e-012  1.070080e-003  5.762692e-007  4.496777e-010  1.718758e-007  4.057970e-005  7.537272e-005  3.070633e-017  2.464850e-011  1.071099e-008  7.256046e-011  1.113038e-010  2.958966e-007  4.540114e-011  2.558323e-005  2.363852e-009  2.919511e-009  8.015294e-008  1.747314e-004  3.855885e-008  5.320000e-008  1.095847e-007  1.417734e-006  2.568033e-006  8.001425e-011  1.377144e-010  1.781843e-012  8.669856e-013  1.510751e-008  1.886884e-008  1.236252e-004  8.085994e-008  2.980030e-014  2.148261e-003  7.053585e-007  1.912613e-010  6.492041e-015  7.013048e-007  4.065711e-004  3.215887e-007  1.000000e+000  
9.614596e+001  1.424649e+004  1.926036e-002  1.500000e+003  4.318482e-001  4.109548e-005  1.014119e-011  4.519799e-013  1.896748e-007  6.997691e-002  2.801183e-016  4.449275e-015  8.307210e-014  1.021705e-012  2.384066e-009  4.472739e-011  2.370456e-005  1.232161e-002  4.364759e-001  2.754195e-002  2.385824e-009  4.081838e-008  1.709035e-011  2.754386e-013  3.609716e-009  3.128540e-009  1.744849e-002  7.793358e-008  1.779881e-004  2.082658e-009  5.735106e-007  3.164333e-009  4.479148e-006  2.103618e-007  0.000000e+000  9.889490e-012  0.000000e+000  6.108680e-010  3.832714e-007  6.064321e-006  2.599975e-007  2.136651e-006  1.146736e-011  1.206708e-004  8.489231e-008  8.826175e-010  5.643614e-008  5.459606e-006  3.361305e-012  2.499022e-011  8.515939e-009  5.988076e-009  1.717166e-009  3.768362e-008  1.036911e-013  6.751108e-007  2.270654e-010  1.201165e-007  8.122966e-007  1.029286e-012  5.569443e-013  1.084256e-009  4.463442e-015  1.246984e-015  1.254411e-010  1.693763e-012  1.038681e-003  5.588681e-007  4.316399e-010  1.649712e-007  3.940779e-005  7.313143e-005  3.012237e-017  2.365003e-011  1.027603e-008  6.997319e-011  1.073388e-010  2.855341e-007  4.376888e-011  2.465048e-005  2.275446e-009  2.810595e-009  7.664154e-008  1.673279e-004  3.690020e-008  5.089000e-008  1.047863e-007  1.349775e-006  2.452686e-006  7.613309e-011  1.314386e-010  1.705091e-012  8.212603e-013  1.493957e-008  1.866004e-008  1.223579e-004  7.947135e-008  2.935582e-014  2.140689e-003  6.635882e-007  1.800421e-010  6.111893e-015  6.982227e-007  3.887152e-004  3.071944e-007  1.000000e+000  
9.858088e+001  1.426374e+004  1.926036e-002  1.500000e+003  4.325828e-001  4.113083e-005  1.004754e-011  4.433389e-013  1.876017e-007  6.926752e-002  2.743936e-016  4.352569e-015  8.140672e-014  1.001689e-012  2.338476e-009  4.397412e-011  2.333743e-005  1.214096e-002  4.370899e-001  2.725011e-002  2.389378e-009  3.989102e-008  1.665600e-011  2.681704e-013  3.510796e-009  3.108521e-009  1.735205e-002  7.751694e-008  1.770869e-004  2.048411e-009  5.563066e-007  3.070198e-009  4.346708e-006  2.067350e-007  0.000000e+000  9.605253e-012  0.000000e+000  5.910833e-010  3.819420e-007  5.967937e-006  2.544535e-007  2.095643e-006  1.129826e-011  1.191113e-004  8.280500e-008  8.704131e-010  5.574996e-008  5.391952e-006  3.311936e-012  2.461644e-011  8.387355e-009  5.800785e-009  1.661265e-009  3.648196e-008  1.010555e-013  6.585056e-007  2.207636e-010  1.167649e-007  7.876169e-007  9.987391e-013  5.410601e-013  1.054202e-009  4.338198e-015  1.212866e-015  1.219220e-010  1.648828e-012  1.008681e-003  5.422668e-007  4.146363e-010  1.584624e-007  3.828606e-005  7.098935e-005  2.956265e-017  2.270855e-011  9.865951e-009  6.751376e-011  1.035694e-010  2.756748e-007  4.221835e-011  2.376500e-005  2.191654e-009  2.707338e-009  7.334659e-008  1.603727e-004  3.534342e-008  4.872297e-008  1.002814e-007  1.286257e-006  2.344826e-006  7.250947e-011  1.255763e-010  1.632784e-012  7.787658e-013  1.477819e-008  1.845936e-008  1.211382e-004  7.813468e-008  2.892659e-014  2.132976e-003  6.249306e-007  1.696639e-010  5.759663e-015  6.951223e-007  3.719156e-004  2.936681e-007  1.000000e+000  
1.010158e+002  1.428043e+004  1.926036e-002  1.500000e+003  4.332924e-001  4.116436e-005  9.957069e-012  4.350909e-013  1.855977e-007  6.858120e-002  2.689087e-016  4.260128e-015  7.982198e-014  9.826370e-013  2.295104e-009  4.325448e-011  2.298587e-005  1.196782e-002  4.376847e-001  2.696822e-002  2.392806e-009  3.901362e-008  1.624348e-011  2.612761e-013  3.417083e-009  3.088731e-009  1.725636e-002  7.710314e-008  1.761942e-004  2.015824e-009  5.400937e-007  2.981330e-009  4.221734e-006  2.032319e-007  0.000000e+000  9.336784e-012  0.000000e+000  5.723268e-010  3.805694e-007  5.874901e-006  2.491438e-007  2.056265e-006  1.113341e-011  1.175833e-004  8.080015e-008  8.584915e-010  5.507555e-008  5.325630e-006  3.263889e-012  2.425374e-011  8.262831e-009  5.623578e-009  1.608327e-009  3.534277e-008  9.852424e-014  6.425337e-007  2.147329e-010  1.135580e-007  7.640858e-007  9.695810e-013  5.258766e-013  1.025433e-009  4.218314e-015  1.180189e-015  1.185534e-010  1.605730e-012  9.800051e-004  5.264205e-007  3.985922e-010  1.523205e-007  3.721197e-005  6.894119e-005  2.902518e-017  2.182003e-011  9.478992e-009  6.517434e-011  9.998368e-011  2.662870e-007  4.074445e-011  2.292365e-005  2.112173e-009  2.609368e-009  7.025143e-008  1.538330e-004  3.388133e-008  4.668871e-008  9.604747e-008  1.226815e-006  2.243835e-006  6.912305e-011  1.200947e-010  1.564634e-012  7.392090e-013  1.462289e-008  1.826615e-008  1.199636e-004  7.684658e-008  2.851145e-014  2.125140e-003  5.890990e-007  1.600529e-010  5.432972e-015  6.919994e-007  3.560970e-004  2.809497e-007  1.000000e+000  
1.034507e+002  1.429659e+004  1.926036e-002  1.500000e+003  4.339786e-001  4.119633e-005  9.869632e-012  4.272166e-013  1.836593e-007  6.791661e-002  2.636481e-016  4.171671e-015  7.831260e-014  9.644860e-013  2.253801e-009  4.256645e-011  2.264898e-005  1.180176e-002  4.382614e-001  2.669569e-002  2.396125e-009  3.818250e-008  1.585129e-011  2.547290e-013  3.328201e-009  3.069167e-009  1.716137e-002  7.669219e-008  1.753093e-004  1.984777e-009  5.247963e-007  2.897313e-009  4.103644e-006  1.998449e-007  0.000000e+000  9.082860e-012  0.000000e+000  5.545251e-010  3.791862e-007  5.785037e-006  2.440539e-007  2.018417e-006  1.097260e-011  1.160850e-004  7.887241e-008  8.468389e-010  5.441242e-008  5.260567e-006  3.217097e-012  2.390143e-011  8.142091e-009  5.455710e-009  1.558122e-009  3.426126e-008  9.609100e-014  6.271586e-007  2.089580e-010  1.104877e-007  7.416364e-007  9.417324e-013  5.113540e-013  9.978804e-010  4.103509e-015  1.148876e-015  1.153275e-010  1.564374e-012  9.525808e-004  5.112864e-007  3.834392e-010  1.465196e-007  3.618311e-005  6.698195e-005  2.850841e-017  2.098075e-011  9.113517e-009  6.294758e-011  9.657045e-011  2.573428e-007  3.934240e-011  2.212368e-005  2.036721e-009  2.516343e-009  6.734124e-008  1.476786e-004  3.250680e-008  4.477718e-008  9.206442e-008  1.171132e-006  2.149171e-006  6.595471e-011  1.149627e-010  1.500349e-012  7.023425e-013  1.447334e-008  1.808006e-008  1.188316e-004  7.560415e-008  2.810967e-014  2.117201e-003  5.558555e-007  1.511427e-010  5.129667e-015  6.888612e-007  3.411904e-004  2.689802e-007  1.000000e+000  
1.058857e+002  1.431224e+004  1.926036e-002  1.500000e+003  4.346426e-001  4.122837e-005  9.785528e-012  4.197106e-013  1.817867e-007  6.727253e-002  2.586024e-016  4.087046e-015  7.687684e-014  9.472089e-013  2.214486e-009  4.190935e-011  2.232629e-005  1.164238e-002  4.388209e-001  2.643199e-002  2.399431e-009  3.739499e-008  1.547833e-011  2.485094e-013  3.243873e-009  3.049905e-009  1.706704e-002  7.628618e-008  1.744313e-004  1.955198e-009  5.103551e-007  2.817792e-009  3.991964e-006  1.965679e-007  0.000000e+000  8.842427e-012  0.000000e+000  5.376237e-010  3.778168e-007  5.698250e-006  2.391714e-007  1.982016e-006  1.081582e-011  1.146152e-004  7.701774e-008  8.354582e-010  5.376116e-008  5.196699e-006  3.171549e-012  2.355932e-011  8.024906e-009  5.296574e-009  1.510466e-009  3.323406e-008  9.375094e-014  6.123498e-007  2.034247e-010  1.075466e-007  7.202081e-007  9.151170e-013  4.974549e-013  9.714781e-010  3.993507e-015  1.118855e-015  1.122366e-010  1.524668e-012  9.263406e-004  4.968229e-007  3.691150e-010  1.410364e-007  3.519718e-005  6.510698e-005  2.801138e-017  2.018718e-011  8.768017e-009  6.082653e-011  9.331907e-011  2.488186e-007  3.800768e-011  2.136281e-005  1.965035e-009  2.427943e-009  6.460301e-008  1.418818e-004  3.121254e-008  4.297812e-008  8.831496e-008  1.118940e-006  2.060381e-006  6.298597e-011  1.101509e-010  1.439624e-012  6.679692e-013  1.432957e-008  1.790111e-008  1.177401e-004  7.440504e-008  2.772110e-014  2.109174e-003  5.250184e-007  1.428739e-010  4.847795e-015  6.857330e-007  3.271331e-004  2.576997e-007  1.000000e+000  
1.083206e+002  1.432742e+004  1.926036e-002  1.500000e+003  4.352856e-001  4.126084e-005  9.704683e-012  4.125440e-013  1.799774e-007  6.664784e-002  2.537588e-016  4.006030e-015  7.551066e-014  9.307560e-013  2.177041e-009  4.128159e-011  2.201705e-005  1.148930e-002  4.393644e-001  2.617661e-002  2.402748e-009  3.664809e-008  1.512336e-011  2.425958e-013  3.163793e-009  3.030950e-009  1.697336e-002  7.588534e-008  1.735598e-004  1.926992e-009  4.967083e-007  2.742434e-009  3.886225e-006  1.933949e-007  0.000000e+000  8.614507e-012  0.000000e+000  5.215631e-010  3.764018e-007  5.614384e-006  2.344839e-007  1.946974e-006  1.066293e-011  1.131725e-004  7.523191e-008  8.243404e-010  5.312151e-008  5.133972e-006  3.127198e-012  2.322692e-011  7.911060e-009  5.145577e-009  1.465192e-009  3.225767e-008  9.149897e-014  5.980772e-007  1.981199e-010  1.047277e-007  6.997429e-007  8.896658e-013  4.841446e-013  9.461650e-010  3.888058e-015  1.090056e-015  1.092735e-010  1.486529e-012  9.012209e-004  4.829925e-007  3.555627e-010  1.358491e-007  3.425205e-005  6.331192e-005  2.753291e-017  1.943620e-011  8.441128e-009  5.880492e-011  9.021996e-011  2.406907e-007  3.673624e-011  2.063875e-005  1.896878e-009  2.343877e-009  6.202448e-008  1.364173e-004  2.999264e-008  4.128319e-008  8.478262e-008  1.069981e-006  1.977038e-006  6.020127e-011  1.056348e-010  1.382215e-012  6.358939e-013  1.419135e-008  1.772903e-008  1.166870e-004  7.324690e-008  2.734517e-014  2.101073e-003  4.963942e-007  1.351924e-010  4.585591e-015  6.826222e-007  3.138680e-004  2.470592e-007  1.000000e+000  
1.107555e+002  1.434214e+004  1.926036e-002  1.500000e+003  4.359087e-001  4.129046e-005  9.625900e-012  4.056556e-013  1.782187e-007  6.604149e-002  2.490946e-016  3.928151e-015  7.420214e-014  9.150006e-013  2.141213e-009  4.067860e-011  2.171969e-005  1.134216e-002  4.398926e-001  2.592909e-002  2.405877e-009  3.593738e-008  1.478449e-011  2.369568e-013  3.087509e-009  3.012099e-009  1.688029e-002  7.548461e-008  1.726946e-004  1.899970e-009  4.837766e-007  2.670893e-009  3.785872e-006  1.903183e-007  0.000000e+000  8.398078e-012  0.000000e+000  5.062595e-010  3.748939e-007  5.533116e-006  2.299767e-007  1.913204e-006  1.051327e-011  1.117557e-004  7.350917e-008  8.134377e-010  5.249071e-008  5.072342e-006  3.083858e-012  2.290272e-011  7.800311e-009  5.002006e-009  1.422088e-009  3.132680e-008  8.932858e-014  5.843058e-007  1.930304e-010  1.020240e-007  6.801814e-007  8.653209e-013  4.713920e-013  9.218831e-010  3.786963e-015  1.062419e-015  1.064328e-010  1.449885e-012  8.771631e-004  4.697637e-007  3.427294e-010  1.309364e-007  3.334572e-005  6.159253e-005  2.707081e-017  1.872517e-011  8.131634e-009  5.687731e-011  8.726481e-011  2.329309e-007  3.552459e-011  1.994868e-005  1.832045e-009  2.263892e-009  5.959318e-008  1.312627e-004  2.884378e-008  3.968758e-008  8.145012e-008  1.023968e-006  1.898667e-006  5.758952e-011  1.013962e-010  1.328002e-012  6.058792e-013  1.405766e-008  1.756256e-008  1.156702e-004  7.212673e-008  2.697995e-014  2.092912e-003  4.697227e-007  1.280484e-010  4.341443e-015  6.794862e-007  3.013416e-004  2.370297e-007  1.000000e+000  
1.131904e+002  1.435644e+004  1.926036e-002  1.500000e+003  4.365131e-001  4.131625e-005  9.548724e-012  3.990373e-013  1.765051e-007  6.545253e-002  2.445958e-016  3.853129e-015  7.294503e-014  8.998733e-013  2.106854e-009  4.009795e-011  2.143328e-005  1.120066e-002  4.404064e-001  2.568900e-002  2.408761e-009  3.525983e-008  1.446041e-011  2.315700e-013  3.014709e-009  2.993288e-009  1.678784e-002  7.508249e-008  1.718355e-004  1.874018e-009  4.715010e-007  2.602874e-009  3.690474e-006  1.873321e-007  0.000000e+000  8.192261e-012  0.000000e+000  4.916534e-010  3.734335e-007  5.454276e-006  2.256385e-007  1.880633e-006  1.036655e-011  1.103635e-004  7.184534e-008  8.027296e-010  5.186776e-008  5.011761e-006  3.041443e-012  2.258593e-011  7.692465e-009  4.865284e-009  1.380959e-009  3.043733e-008  8.723475e-014  5.710068e-007  1.881444e-010  9.942910e-008  6.614710e-007  8.420239e-013  4.591671e-013  8.985779e-010  3.690009e-015  1.035885e-015  1.037084e-010  1.414665e-012  8.541113e-004  4.571049e-007  3.305664e-010  1.262794e-007  3.247622e-005  5.994476e-005  2.662369e-017  1.805147e-011  7.838373e-009  5.503834e-011  8.444540e-011  2.255164e-007  3.436927e-011  1.929038e-005  1.770335e-009  2.187742e-009  5.729838e-008  1.263964e-004  2.776153e-008  3.818503e-008  7.830283e-008  9.806709e-007  1.824851e-006  5.513851e-011  9.741423e-011  1.276799e-012  5.777402e-013  1.392800e-008  1.740105e-008  1.146876e-004  7.104208e-008  2.662446e-014  2.084702e-003  4.448209e-007  1.213974e-010  4.113895e-015  6.763146e-007  2.895033e-004  2.275734e-007  1.000000e+000  
